504,27
51,51,7
2,7,8,9,13,19,21
243,243,8
1,2,3,7,13,14,19,20
323,323,7
1,2,3,7,8,13,19
83,83,6
1,2,7,8,13,19
259,259,5
1,2,7,13,20
483,483,4
1,7,13,20
355,355,4
1,7,8,13
467,467,4
1,7,8,20
563,563,3
7,8,13
3,3,2
7,19
563,563,3
7,8,13
563,563,3
8,13,14
403,403,3
8,13,19
403,403,3
13,19,20
467,467,3
1,13,19
403,403,4
13,15,19,20
403,403,4
13,19,20,21
387,387,3
13,19,20
307,307,3
15,19,24
451,451,3
13,19,20
211,211,3
6,19,20
371,371,4
6,13,19,20
451,451,4
13,14,19,20
451,451,3
13,19,20
451,451,3
13,19,20
451,451,3
8,13,19
355,355,4
1,13,19,20
451,451,4
9,13,14,19
259,259,4
13,19,20,21
259,259,4
7,13,19,20
211,211,5
7,13,14,19,20
259,259,5
5,7,13,19,20
307,307,4
13,14,19,20
307,307,4
7,13,19,20
259,259,5
1,13,14,19,20
355,355,4
13,14,19,20
499,499,3
1,13,19
355,355,4
1,13,14,19
355,355,5
7,10,13,14,19
51,51,5
5,6,12,13,19
387,387,6
4,5,6,11,12,24
387,387,7
3,4,5,6,11,12,18
323,323,8
4,5,6,11,12,14,18,24
243,243,9
3,4,5,6,10,11,12,18,24
243,243,9
3,4,5,6,10,11,12,18,24
515,515,10
2,3,4,9,10,11,16,17,18,24
531,531,9
1,7,8,9,14,15,21,22,23
531,531,8
7,8,11,13,14,19,20,21
259,259,5
7,13,14,19,20
291,291,3
13,19,20
67,67,1
19
547,547,1
1
435,435,2
17,24
147,147,3
17,18,23
67,67,4
14,17,18,23
403,403,3
17,18,24
179,179,3
7,17,18
419,419,4
17,18,23,24
3,3,4
3,17,18,24
499,499,2
17,18
51,51,4
14,17,18,24
163,163,5
9,12,17,18,23
163,163,5
12,17,18,23,24
163,163,5
12,17,18,23,24
67,67,2
12,17
67,67,2
7,17
131,131,2
18,24
19,19,4
12,18,23,24
515,515,8
6,11,12,16,17,18,22,23
547,547,10
4,5,6,9,10,11,14,15,19,20
531,531,10
1,2,3,4,5,7,8,9,13,19
515,515,9
1,2,3,7,8,9,13,14,19
243,243,9
1,2,3,4,8,13,14,19,21
243,243,9
1,2,7,8,13,14,19,20,23
259,259,8
1,2,3,7,8,13,19,20
259,259,7
1,7,8,13,14,19,20
19,19,6
1,2,7,13,14,19
355,355,6
1,7,13,14,19,20
355,355,6
7,8,13,14,19,20
67,67,5
8,13,14,19,20
227,227,5
7,8,13,19,20
467,467,5
1,7,12,15,20
227,227,5
7,13,15,19,20
19,19,5
7,9,13,19,20
19,19,5
7,13,15,19,20
51,51,5
1,7,13,19,20
51,51,5
7,13,15,19,20
563,563,5
7,13,15,19,20
323,323,5
1,7,13,15,19
51,51,5
1,7,13,15,19
19,19,5
1,7,13,15,21
227,227,5
13,15,16,19,20
435,435,5
1,13,15,19,20
435,435,5
1,9,13,15,20
371,371,5
1,13,15,16,19
211,211,5
1,13,15,16,19
355,355,5
1,7,13,15,16
211,211,5
1,7,13,16,19
499,499,5
1,7,13,19,23
371,371,5
1,7,14,20,22
355,355,6
1,2,4,7,14,16
355,355,6
1,2,7,8,14,19
227,227,6
1,2,7,8,14,20
355,355,6
1,2,7,8,14,21
323,323,6
1,2,7,8,14,20
355,355,6
1,2,7,8,14,20
211,211,6
1,2,7,8,9,20
211,211,6
1,2,7,8,9,20
371,371,7
1,2,7,9,14,21,23
227,227,7
1,2,8,9,11,15,21
323,323,7
1,2,8,9,14,15,21
227,227,7
1,2,3,8,9,15,16
355,355,8
1,2,3,6,8,9,15,22
307,307,8
1,2,3,5,6,12,15,18
387,387,8
1,3,4,5,6,11,12,18
243,243,9
2,3,4,5,6,10,11,12,18
243,243,10
2,3,4,5,6,10,11,12,18,19
515,515,10
1,2,3,4,8,9,10,11,15,18
531,531,9
1,2,3,7,8,9,13,14,15
531,531,8
7,8,13,14,15,19,20,21
259,259,6
13,14,15,19,20,21
323,323,6
1,2,9,15,19,21
339,339,5
2,3,9,15,23
227,227,4
2,3,9,15
547,547,4
2,3,9,16
275,275,4
2,3,9,15
131,131,2
3,10
435,435,1
10
131,131,1
10
131,131,1
3
115,115,1
10
131,131,1
3
147,147,1
10
131,131,1
3
355,355,2
3,17
227,227,1
3
115,115,1
5
115,115,1
3
419,419,2
4,24
227,227,5
15,17,18,23,24
547,547,8
5,6,10,11,12,16,17,22
531,531,10
3,4,5,6,9,10,11,15,16,20
547,547,10
1,2,3,7,8,9,13,14,19,20
243,243,10
1,2,3,7,8,9,13,14,19,24
515,515,9
1,2,3,7,8,9,13,14,20
515,515,10
1,2,3,7,8,9,13,14,19,24
259,259,9
1,2,3,7,8,10,13,17,19
387,387,8
1,5,9,11,13,14,16,17
563,563,7
4,6,11,12,13,16,17
19,19,7
4,5,6,11,16,17,22
307,307,7
4,5,10,11,12,14,17
307,307,7
4,5,9,11,12,17,23
19,19,6
4,10,11,12,17,23
19,19,6
4,6,10,12,17,18
227,227,6
4,6,12,17,18,23
435,435,6
4,6,11,12,17,18
435,435,6
4,6,11,12,17,18
51,51,6
4,6,12,17,18,24
307,307,6
6,11,12,17,18,23
259,259,6
5,6,11,12,18,24
307,307,6
6,12,17,18,23,24
307,307,6
4,5,6,11,18,23
419,419,6
11,14,17,21,23,24
435,435,6
4,5,6,11,17,24
435,435,6
1,4,5,6,11,17
227,227,5
4,5,6,11,13
563,563,4
4,5,6,11
211,211,4
4,5,6,11
499,499,4
4,5,6,11
499,499,4
4,5,6,11
339,339,4
4,5,6,11
499,499,5
4,5,11,17,19
339,339,5
4,5,11,12,18
339,339,5
4,5,11,12,17
435,435,5
4,5,6,11,12
419,419,5
4,5,6,11,12
259,259,6
4,5,6,11,12,21
419,419,6
4,5,6,11,12,15
419,419,6
4,5,6,11,17,18
339,339,6
4,5,6,9,11,12
339,339,6
4,5,6,11,13,18
419,419,6
5,6,11,12,18,24
323,323,6
5,6,11,12,18,24
227,227,6
5,6,11,12,18,24
259,259,7
5,6,11,12,17,18,24
371,371,8
4,5,6,11,12,18,19,24
371,371,8
4,5,6,11,12,17,18,24
307,307,8
4,5,6,11,12,17,18,24
243,243,10
3,4,5,6,10,11,12,18,19,24
531,531,10
1,2,3,5,9,10,11,12,16,23
515,515,10
1,2,5,7,8,9,14,15,21,22
531,531,8
1,7,13,14,19,20,21,24
259,259,6
7,13,14,15,19,20
339,339,5
7,13,19,20,21
83,83,4
7,13,14,15
83,83,4
7,14,15,16
499,499,3
7,15,24
467,467,2
7,15
131,131,1
7
115,115,1
6
451,451,1
7
403,403,1
21
563,563,1
6
19,19,1
6
403,403,1
7
147,147,1
15
147,147,1
15
3,3,1
15
339,339,1
15
339,339,2
8,15
371,371,3
22,23,24
515,515,6
3,12,18,22,23,24
547,547,8
6,11,12,16,17,18,21,22
531,531,10
3,4,5,8,9,10,14,15,16,20
531,531,10
1,2,3,7,8,9,13,14,15,19
243,243,9
1,2,3,7,8,9,13,14,19
243,243,9
1,2,3,7,8,9,13,14,19
243,243,9
