504,31
10,10,5
1,2,3,7,8
570,570,5
1,8,14,20,22
570,570,4
2,8,14,20
362,362,4
8,14,15,20
58,58,3
8,14,20
330,330,3
8,14,20
330,330,3
8,14,20
234,234,3
9,14,20
234,234,3
14,20,22
42,42,3
14,19,20
42,42,2
14,20
570,570,3
8,14,20
58,58,3
8,14,20
570,570,4
4,8,14,20
570,570,4
3,8,14,20
570,570,4
2,8,14,20
570,570,4
8,14,19,20
394,394,4
8,14,19,20
506,506,3
8,14,20
26,26,3
8,19,20
490,490,3
8,19,20
250,250,3
8,14,20
362,362,3
14,19,20
362,362,3
8,14,20
10,10,3
8,14,20
506,506,3
8,14,20
378,378,3
8,14,20
330,330,2
14,20
490,490,3
8,14,20
410,410,4
1,13,19,20
538,538,9
8,13,14,15,16,19,20,21,22
538,538,11
1,2,3,4,5,9,10,11,17,18,20
538,538,10
2,3,4,5,6,9,10,11,12,18
346,346,9
2,3,4,5,6,10,11,12,19
394,394,9
3,4,5,6,9,10,11,12,16
90,90,9
2,3,4,5,6,10,11,12,19
522,522,8
2,3,4,5,6,8,9,11
346,346,8
3,5,6,9,11,12,17,23
298,298,8
2,3,6,9,11,12,17,23
538,538,7
5,6,8,9,17,23,24
362,362,7
2,6,8,11,12,20,23
234,234,7
2,8,11,14,17,20,24
490,490,7
2,8,11,12,14,22,24
378,378,6
2,9,12,14,20,24
554,554,7
2,12,15,18,20,22,24
490,490,5
9,12,15,18,24
506,506,6
2,15,18,20,23,24
506,506,6
12,18,19,20,23,24
74,74,6
10,18,19,20,23,24
522,522,5
12,18,19,20,24
522,522,4
2,15,19,20
538,538,3
14,15,20
138,138,3
15,20,21
122,122,2
20,21
410,410,2
19,20
410,410,1
20
122,122,1
20
74,74,1
20
122,122,2
9,20
186,186,3
15,20,24
378,378,3
15,20,24
378,378,4
18,20,23,24
378,378,4
12,17,18,20
266,266,5
11,16,17,18,22
394,394,7
9,16,17,18,21,22,23
250,250,8
2,10,16,20,21,22,23,24
554,554,8
10,16,17,20,21,22,23,24
346,346,9
15,16,17,18,20,21,22,23,24
346,346,9
15,16,17,18,20,21,22,23,24
538,538,10
14,15,16,18,19,20,21,22,23,24
538,538,10
8,9,10,12,13,14,15,19,20,21
538,538,9
1,2,3,4,8,9,13,14,17
394,394,5
1,2,3,7,8
378,378,5
1,2,8,14,20
378,378,5
8,14,20,21,22
106,106,4
8,14,20,21
362,362,3
8,14,20
378,378,4
8,10,14,20
570,570,3
14,20,21
570,570,3
14,20,21
10,10,3
14,20,21
58,58,3
14,20,21
42,42,4
3,14,20,21
42,42,3
14,20,21
42,42,4
3,15,20,21
330,330,4
15,19,20,21
42,42,4
14,19,20,21
314,314,4
3,19,20,21
506,506,5
3,14,19,20,21
394,394,4
14,15,20,21
410,410,4
15,16,19,20
570,570,3
15,20,21
234,234,3
15,20,21
234,234,3
15,20,21
250,250,3
15,20,21
362,362,3
15,20,21
250,250,4
2,15,20,21
410,410,4
3,15,20,21
362,362,4
13,15,20,21
122,122,3
15,19,20
250,250,4
9,15,20,21
218,218,4
13,19,20,21
538,538,9
8,13,14,15,19,21,22,23,24
538,538,11
2,3,4,5,9,10,11,14,16,17,19
538,538,10
1,2,3,4,5,6,9,10,11,12
506,506,9
2,3,4,5,6,10,11,12,16
