504,29
247,247,1
6
87,87,4
5,6,23,24
455,455,4
6,12,17,23
359,359,5
6,8,11,12,24
231,231,5
6,12,16,22,24
311,311,5
12,18,22,23,24
439,439,7
6,11,18,21,22,23,24
439,439,8
12,16,17,18,21,22,23,24
327,327,9
1,12,16,17,18,21,22,23,24
471,471,9
6,11,12,17,18,21,22,23,24
439,439,10
5,6,10,11,12,15,16,17,19,20
119,119,8
1,2,3,4,7,8,13,21
231,231,6
1,2,3,4,7,8
103,103,4
3,7,10,11
151,151,2
4,12
263,263,2
6,24
183,183,1
16
199,199,1
1
167,167,3
1,2,9
39,39,3
1,2,12
23,23,2
1,2
183,183,2
1,2
87,87,3
1,7,8
535,535,3
1,7,13
519,519,3
1,7,13
183,183,3
1,7,13
215,215,4
1,6,7,8
215,215,3
1,7,8
487,487,2
1,7
39,39,1
1
7,7,1
22
391,391,2
13,23
311,311,2
16,22
567,567,3
13,16,22
343,343,3
16,22,23
455,455,3
15,16,22
151,151,3
15,16,20
151,151,3
13,16,22
343,343,3
3,15,16
135,135,3
3,15,22
215,215,3
2,20,21
487,487,3
3,15,20
103,103,3
13,14,15
311,311,3
5,13,15
311,311,3
13,15,21
519,519,1
13
167,167,2
13,15
167,167,2
15,22
167,167,2
14,15
503,503,3
5,13,14
551,551,3
19,20,21
295,295,8
13,14,15,20,21,22,23,24
119,119,10
1,2,3,4,9,10,11,12,17,18
119,119,10
1,2,3,4,5,6,11,12,18,19
295,295,9
1,2,3,4,5,6,10,11,12
327,327,8
1,3,4,5,6,10,11,12
151,151,7
2,4,5,6,11,12,18
151,151,7
1,4,5,6,11,12,19
151,151,6
3,4,5,6,12,24
551,551,5
1,12,15,21,22
487,487,5
1,4,8,21,23
103,103,5
10,11,14,15,17
487,487,5
6,9,15,21,23
135,135,4
1,8,15,23
487,487,4
8,14,15,21
231,231,4
5,8,15,24
535,535,2
17,24
391,391,1
8
71,71,2
1,12
519,519,2
8,20
519,519,2
1,8
407,407,2
8,20
567,567,2
1,14
359,359,3
1,7,23
295,295,4
1,7,17,20
327,327,5
1,7,20,22,23
23,23,5
1,7,13,19,20
87,87,5
12,17,18,23,24
247,247,7
12,18,20,21,22,23,24
551,551,8
12,17,18,20,21,22,23,24
551,551,8
12,16,17,18,21,22,23,24
39,39,9
12,16,17,18,20,21,22,23,24
231,231,10
6,10,11,14,15,16,17,19,20,21
295,295,7
1,2,3,4,7,8,13
103,103,5
1,2,3,7,13
487,487,4
1,2,13,19
503,503,3
7,13,19
135,135,2
13,19
359,359,2
7,19
199,199,1
8
391,391,2
16,23
551,551,2
12,17
39,39,2
5,6
39,39,3
6,9,24
183,183,3
6,11,18
7,7,3
11,12,22
151,151,3
5,12,18
135,135,3
5,11,12
215,215,3
5,6,12
167,167,4
6,11,12,18
247,247,3
6,11,18
87,87,3
6,10,11
7,7,1
12
7,7,1
12
55,55,1
18
7,7,1
15
455,455,1
19
23,23,1
19
135,135,1
19
343,343,1
19
407,407,1
19
343,343,1
19
343,343,1
19
167,167,1
17
167,167,1
7
167,167,1
6
167,167,1
5
391,391,2
5,12
519,519,2
4,5
439,439,1
5
343,343,1
13
167,167,1
13
551,551,3
13,19,20
295,295,8
1,13,14,15,20,21,22,23
119,119,10
1,2,3,4,8,9,10,11,17,18
119,119,10
1,2,3,4,5,6,10,11,12,20
295,295,9
1,2,3,4,5,6,10,11,12
103,103,9
2,3,4,5,6,11,12,18,19
439,439,8
2,3,4,5,6,12,18,24
439,439,7
4,5,6,11,12,18,24
439,439,6
4,5,6,12,18,24
487,487,6
6,11,13,18,19,24
23,23,6
3,11,12,18,19,24
551,551,5
7,18,19,23,24
311,311,4
18,19,23,24
519,519,3
9,19,24
503,503,3
12,18,19
359,359,2
18,19
407,407,1
11
407,407,1
3
567,567,1
3
567,567,1
3
567,567,1
3
71,71,1
19
71,71,1
5
551,551,3
12,18,19
55,55,3
11,18,24
295,295,3
11,13,18
343,343,4
11,18,19,24
119,119,5
18,21,22,23,24
279,279,8
11,12,17,18,19,22,23,24
279,279,8
6,12,17,18,21,22,23,24
119,119,9
1,12,16,17,18,21,22,23,24
119,119,9
6,12,17,18,20,21,22,23,24
231,231,10
6,9,10,12,14,15,16,19,20,21
295,295,8
1,2,3,4,7,8,13,24
311,311,5
1,2,3,7,8
215,215,4
1,2,7,13
183,183,1
10
407,407,1
10
391,391,1
9
391,391,1
9
199,199,3
3,10,21
551,551,3
3,15,21
183,183,4
6,12,16,22
183,183,4
3,4,9,16
503,503,5
5,6,12,16,23
55,55,5
4,6,8,10,12
183,183,5
2,6,9,12,15
519,519,5
2,5,6,12,18
135,135,5
3,6,9,16,18
167,167,6
2,5,6,8,12,18
215,215,6
3,5,6,8,13,16
183,183,7
5,6,9,12,13,16,18
119,119,3
4,6,9
567,567,4
4,5,6,8
567,567,4
4,5,6,9
151,151,3
2,4,5
391,391,3
4,6,9
391,391,3
4,5,6
215,215,3
1,4,6
7,7,3
4,6,12
535,535,3
4,5,6
391,391,3
5,6,9
87,87,3
3,4,5
87,87,3
3,9,18
39,39,4
2,3,5,18
39,39,5
2,3,5,9,12
455,455,4
2,3,5,9
71,71,5
1,2,3,9,21
439,439,4
2,3,9,12
7,7,4
2,3,9,12
279,279,6
2,3,6,9,12,21
567,567,5
2,3,12,18,19
535,535,2
19,20
295,295,8
7,13,14,15,20,21,22,23
119,119,10
1,2,3,4,9,10,11,12,17,18
119,119,10
2,3,4,5,6,10,11,12,18,19
295,295,9
2,3,4,5,6,10,11,12,18
103,103,9
1,3,4,5,6,9,11,12,20
487,487,8
2,3,5,6,11,12,18,23
279,279,7
1,3,4,5,6,11,12
151,151,6
1,3,4,6,12,15
7,7,5
1,3,11,13,19
167,167,3
1,3,22
167,167,3
14,16,21
439,439,3
9,13,16
247,247,1
19
71,71,1
9
71,71,1
22
471,471,2
1,2
103,103,1
2
327,327,3
1,2,12
407,407,3
1,2,8
311,311,3
2,6,23
215,215,3
1,2,6
295,295,2
2,10
343,343,1
15
343,343,1
14
455,455,1
21
567,567,2
15,21
231,231,5
12,18,21,23,24
279,279,7
15,18,20,21,22,23,24
439,439,8
15,16,17,18,21,22,23,24
439,439,9
10,12,17,18,20,21,22,23,24
439,439,10
2,12,16,17,18,20,21,22,23,24
7,7,10
5,6,10,11,14,15,16,19,20,21
119,119,7
1,2,3,4,7,8,13
247,247,4
1,2,7,8
503,503,1
6
503,503,2
6,12
263,263,2
6,12
199,199,3
5,6,12
551,551,6
1,2,3,6,12,18
263,263,6
1,2,3,4,6,12
55,55,6
1,3,6,7,8,12
567,567,5
1,3,4,6,12
55,55,6
1,3,6,7,8,12
487,487,7
1,2,3,6,7,12,18
295,295,7
1,2,3,6,12,18,19
503,503,7
1,2,4,6,12,18,19
503,503,7
1,4,6,7,8,12,18
487,487,7
1,2,5,6,7,12,18
247,247,6
1,5,6,8,12,18
103,103,7
1,5,6,8,10,12,18
167,167,7
1,5,6,7,8,12,18
183,183,7
1,5,6,7,8,12,18
535,535,7
1,5,6,7,12,17,18
231,231,4
6,12,17,18
519,519,4
6,12,17,18
71,71,3
12,17,18
167,167,4
12,17,18,23
71,71,4
6,12,18,22
535,535,5
8,12,17,18,19
535,535,4
6,8,12,18
471,471,5
6,11,12,17,18
183,183,5
6,10,12,17,18
71,71,5
7,8,12,17,18
55,55,6
1,2,6,8,12,18
23,23,6
1,6,8,11,12,18
39,39,7
1,6,8,11,12,17,18
55,55,7
1,6,7,17,18,22,24
279,279,7
1,6,7,11,12,17,18
71,71,7
1,5,7,11,12,17,18
263,263,7
1,6,7,11,12,17,18
39,39,6
1,6,12,17,18,20
215,215,2
19,21
119,119,8
3,13,14,15,20,21,22,23
295,295,10
1,2,3,4,9,10,11,12,17,18
295,295,10
2,3,4,5,6,10,11,12,15,18
119,119,9
1,3,4,5,6,9,10,11,12
519,519,8
3,4,5,6,9,11,12,18
279,279,7
3,4,5,6,11,12,18
311,311,6
3,4,5,6,11,12
23,23,5
5,6,12,13,20
567,567,4
3,4,5,12
39,39,2
7,13
551,551,2
13,19
87,87,1
13
263,263,1
7
359,359,2
1,2
55,55,3
8,11,13
327,327,6
1,2,8,9,10,11
487,487,5
1,2,8,11,17
151,151,8
1,2,8,10,11,17,18,19
151,151,8
1,2,10,11,13,17,22,23
151,151,7
1,2,8,9,10,11,17
167,167,7
1,2,3,6,8,10,11
295,295,4
2,15,16,22
199,199,5
2,3,10,12,22
119,119,4
2,3,6,10
295,295,3
2,3,8
295,295,1
2
551,551,3
12,23,24
455,455,6
6,12,18,22,23,24
471,471,8
2,12,17,18,20,22,23,24
439,439,8
12,16,17,18,21,22,23,24
471,471,9
11,12,17,18,20,21,22,23,24
471,471,10
9,10,13,14,15,16,19,20,21,24
119,119,7
1,2,3,7,8,12,13
151,151,2
1,7
183,183,3
16,17,22
279,279,7
1,4,6,12,16,22,24
39,39,7
3,4,6,8,11,16,22
23,23,7
3,4,5,6,16,17,22
567,567,8
4,5,6,12,14,15,17,22
567,567,8
4,8,10,15,16,17,22,23
7,7,8
2,3,6,10,11,16,17,23
327,327,7
4,9,16,17,22,23,24
311,311,9
2,3,9,10,15,16,17,20,23
263,263,8
3,9,10,15,16,17,22,23
487,487,9
3,8,9,10,15,16,17,20,23
295,295,9
2,3,9,10,15,16,17,19,22
247,247,9
2,3,9,10,15,16,17,22,23
503,503,9
2,3,8,9,10,16,17,19,23
119,119,9
1,2,3,9,15,16,21,22,23
135,135,8
2,8,9,15,16,17,22,23
519,519,9
2,8,9,10,16,17,21,22,23
167,167,9
8,9,15,16,17,19,21,22,23
183,183,9
1,8,9,14,15,16,21,22,23
199,199,9
8,9,10,14,15,16,20,22,23
471,471,7
8,9,15,16,21,22,23
183,183,7
8,9,10,15,16,22,23
183,183,6
4,9,16,21,22,23
535,535,6
16,17,21,22,23,24
567,567,7
8,14,15,17,21,22,23
471,471,6
8,9,14,16,21,23
199,199,6
8,16,19,21,22,23
455,455,8
8,14,15,16,17,21,22,23
7,7,7
9,15,16,17,21,23,24
279,279,7
9,15,16,18,21,22,23
279,279,9
9,13,15,16,17,18,21,22,23
23,23,8
9,13,14,16,17,21,22,23
423,423,10
3,7,9,14,15,17,19,21,22,23
263,263,9
2,3,8,9,13,17,21,22,23
23,23,8
7,8,9,13,14,15,21,23
407,407,10
3,7,8,9,10,12,15,20,21,23
71,71,10
7,8,9,14,15,17,19,21,22,23
551,551,1
19
311,311,8
2,7,13,15,20,21,22,23
119,119,10
1,2,3,4,9,10,11,12,17,18
311,311,9
2,3,4,5,6,10,11,12,18
311,311,9
3,4,5,6,10,11,12,18,19
151,151,7
3,4,5,6,10,11,12
455,455,6
3,4,5,6,11,12
279,279,5
4,5,6,11,12
327,327,4
5,6,12,13
135,135,2
6,12
103,103,1
18
391,391,2
2,15
551,551,2
1,8
519,519,3
5,6,11
359,359,5
4,8,9,16,21
199,199,7
7,8,15,16,18,21,23
439,439,6
1,8,9,21,22,23
167,167,8
1,2,7,8,9,21,22,23
167,167,8
1,2,4,8,9,15,21,22
135,135,7
1,2,7,8,9,15,23
183,183,7
1,7,8,9,15,21,22
295,295,7
1,2,7,8,9,15,19
519,519,2
5,12
119,119,4
1,7,15,21
567,567,3
7,14,15
119,119,2
8,22
119,119,1
12
311,311,4
5,6,7,12
471,471,6
5,6,12,18,23,24
279,279,8
5,6,12,16,18,22,23,24
119,119,9
1,6,12,16,17,18,22,23,24
23,23,9
10,12,15,16,17,21,22,23,24
311,311,9
8,9,13,14,15,16,19,20,21
231,231,7
1,2,3,4,7,8,13
215,215,3
1,2,3
103,103,1
15
327,327,3
14,21,22
535,535,5
4,7,8,15,21
263,263,5
4,7,15,20,21
39,39,6
7,11,14,15,20,21
183,183,6
7,14,15,19,20,21
183,183,5
7,14,15,20,21
7,7,6
1,7,14,19,20,21
567,567,6
1,7,14,15,20,21
55,55,6
1,7,14,15,20,21
103,103,6
14,15,17,20,21,22
311,311,5
14,15,19,20,21
231,231,6
14,15,20,21,22,24
519,519,6
14,15,20,21,22,23
135,135,7
3,9,14,15,20,21,22
215,215,6
14,15,20,21,22,24
183,183,8
2,6,9,14,15,20,21,22
199,199,7
9,14,15,20,21,22,23
135,135,5
14,15,20,21,23
231,231,4
4,14,20,21
551,551,6
10,14,15,20,21,23
167,167,4
14,15,20,21
39,39,5
7,14,20,21,23
519,519,5
1,14,15,20,21
71,71,3
14,20,21
39,39,5
4,14,15,20,21
519,519,5
3,7,14,20,21
39,39,5
