504,32
58,58,3
2,14,20
522,522,4
3,10,15,21
58,58,3
3,4,20
58,58,3
3,10,15
298,298,3
3,10,20
42,42,3
3,8,10
234,234,3
3,4,10
42,42,2
3,8
42,42,2
3,10
362,362,3
3,4,10
330,330,3
3,4,10
58,58,3
3,4,10
330,330,4
2,3,4,10
330,330,3
3,4,10
346,346,4
3,4,10,15
410,410,4
2,3,4,10
10,10,4
3,4,10,15
10,10,4
3,4,10,15
42,42,4
3,10,15,22
506,506,3
3,10,15
506,506,3
3,10,15
490,490,3
3,10,15
490,490,3
3,10,15
346,346,3
3,10,15
506,506,4
2,3,9,10
378,378,4
3,10,11,15
490,490,4
3,10,15,19
394,394,7
1,13,14,15,19,20,21
538,538,11
1,2,3,5,7,8,9,14,16,17,24
538,538,11
2,3,4,5,6,9,10,11,12,19,24
250,250,9
3,4,5,6,10,11,12,17,18
394,394,9
1,3,4,5,6,10,12,15,17
522,522,9
4,5,6,9,12,16,17,18,19
90,90,8
4,5,6,11,12,16,17,18
346,346,8
5,6,8,11,12,16,17,18
522,522,7
4,6,11,12,15,17,18
410,410,6
5,6,11,12,18,24
362,362,5
6,10,12,18,24
506,506,5
6,12,15,18,24
378,378,5
3,6,18,21,24
490,490,5
3,6,15,21,24
330,330,4
3,6,15,24
330,330,4
6,15,21,24
330,330,4
6,15,21,24
330,330,4
6,15,21,24
106,106,3
6,15,24
266,266,4
10,15,16,23
490,490,4
16,17,21,23
490,490,4
15,16,23,24
330,330,4
15,21,23,24
26,26,2
23,24
26,26,2
15,23
282,282,2
15,23
394,394,2
15,23
202,202,1
5
282,282,2
15,22
282,282,2
16,23
122,122,2
22,23
90,90,2
9,23
410,410,2
16,23
186,186,2
12,16
522,522,3
12,16,22
106,106,5
3,6,12,15,16
394,394,7
3,5,6,16,18,21,24
250,250,8
12,14,16,18,21,22,23,24
346,346,9
1,16,17,18,20,21,22,23,24
538,538,10
11,16,17,18,19,20,21,22,23,24
538,538,11
2,10,11,13,15,16,17,18,19,22,23
538,538,9
1,2,3,4,5,6,7,8,10
554,554,6
1,2,3,4,7,8
234,234,5
2,3,4,10,16
314,314,5
3,4,10,16,18
154,154,4
2,6,12,18
106,106,4
4,6,11,12
106,106,4
6,11,12,18
58,58,3
3,6,12
10,10,3
3,6,12
42,42,3
6,12,19
26,26,2
6,12
234,234,2
6,12
234,234,2
6,17
442,442,1
9
266,266,1
2
10,10,1
3
10,10,1
3
410,410,1
6
10,10,1
3
58,58,1
6
58,58,1
3
314,314,1
6
234,234,1
24
122,122,2
9,15
122,122,1
15
154,154,2
15,21
138,138,1
15
154,154,1
15
426,426,1
21
202,202,1
15
570,570,1
10
490,490,6
13,14,19,20,21,22
538,538,11
1,3,6,8,9,15,17,18,22,23,24
538,538,10
1,3,4,5,6,10,11,12,17,18
506,506,9
2,3,4,5,6,10,11,12,18
346,346,9
2,3,4,5,6,7,11,12,16
346,346,8
2,3,4,5,6,10,11,12
394,394,7
2,3,4,5,6,10,11
234,234,6
2,3,4,5,6,10
378,378,6
3,4,5,6,10,24
410,410,3
5,6,24
314,314,3
2,3,6
218,218,3
6,19,24
218,218,3
6,11,19
42,42,1
6
570,570,1
6
570,570,1
19
554,554,2
6,14
554,554,2
3,6
122,122,1
15
570,570,2
11,24
42,42,2
5,24
570,570,1
11
554,554,1
24
122,122,1
5
122,122,1
17
522,522,2
16,21
410,410,2
1,7
58,58,3
1,2,16
42,42,3
1,2,23
458,458,3
1,2,24
458,458,3
1,2,5
458,458,3
1,2,16
410,410,1
1
362,362,1
11
282,282,3
14,19,24
186,186,4
11,14,22,23
346,346,5
13,17,19,20,24
538,538,8
15,17,18,20,21,22,23,24
538,538,8
17,18,19,20,21,22,23,24
346,346,10
1,12,15,16,17,18,21,22,23,24
346,346,10
4,6,7,9,10,12,15,16,18,21
346,346,8
1,2,3,4,5,6,7,10
554,554,5
1,2,3,4,7
394,394,4
3,5,6,10
330,330,4
3,6,10,12
26,26,3
5,6,12
378,378,3
3,6,11
378,378,2
6,12
26,26,1
10
378,378,2
10,23
26,26,1
6
26,26,2
10,15
506,506,1
10
234,234,1
6
234,234,1
21
266,266,1
16
234,234,1
6
282,282,1
18
490,490,1
22
26,26,1
19
282,282,1
4
282,282,1
6
26,26,1
6
442,442,3
9,16,21
442,442,3
1,9,16
138,138,3
13,16,21
186,186,3
1,9,16
186,186,3
15,16,20
186,186,3
1,16,18
154,154,3
9,16,18
202,202,3
1,7,22
202,202,3
1,4,9
346,346,6
13,14,19,20,21,22
522,522,11
1,3,6,7,11,16,17,18,22,23,24
522,522,10
2,3,4,5,6,9,11,12,17,18
218,218,9
2,3,4,5,6,10,11,12,18
218,218,9
1,4,5,6,9,10,11,12,18
218,218,9
2,4,5,6,10,12,17,18,21
490,490,7
5,6,10,12,13,18,19
90,90,6
10,12,13,18,23,24
394,394,5
10,12,18,23,24
74,74,4
6,10,18,24
314,314,4
5,6,18,24
506,506,3
12,18,24
506,506,3
12,18,24
266,266,1
18
570,570,1
24
570,570,1
18
570,570,1
6
10,10,1
23
106,106,2
4,5
138,138,2
5,21
58,58,2
5,18
282,282,2
1,5
154,154,3
5,7,19
410,410,4
4,5,8,20
458,458,3
4,5,7
442,442,4
4,5,8,21
506,506,2
3,5
170,170,3
1,4,5
362,362,5
2,3,4,5,6
538,538,4
2,4,5,8
314,314,3
2,3,5
74,74,4
2,4,5,8
170,170,3
4,5,18
10,10,2
5,8
394,394,2
12,21
234,234,3
13,19,21
378,378,5
19,20,21,23,24
266,266,7
17,19,20,21,22,23,24
250,250,8
16,17,18,20,21,22,23,24
346,346,10
1,16,17,18,19,20,21,22,23,24
346,346,10
5,6,8,9,10,11,12,14,16,20
346,346,8
1,2,3,4,5,6,7,9
330,330,6
1,2,3,4,7,24
378,378,4
2,3,4,6
26,26,4
3,4,6,10
570,570,2
3,6
26,26,3
3,6,10
314,314,2
3,6
362,362,2
3,6
394,394,1
16
394,394,2
13,18
58,58,1
24
458,458,2
16,18
458,458,2
11,21
282,282,2
7,18
458,458,2
17,21
426,426,2
17,21
426,426,2
16,21
458,458,2
15,21
58,58,2
1,21
122,122,2
15,16
426,426,1
1
138,138,3
1,13,15
250,250,3
1,11,15
202,202,4
1,7,15,21
282,282,2
11,18
202,202,4
7,11,12,16
202,202,4
1,15,16,21
154,154,4
1,11,15,16
442,442,3
1,9,11
282,282,2
1,15
90,90,2
11,15
