504,27
410,410,2
9,10
362,362,3
7,8,9
362,362,3
7,8,15
138,138,3
2,7,8
26,26,3
7,8,24
234,234,3
12,18,24
554,554,7
6,12,16,17,18,22,23
538,538,10
3,4,8,9,14,15,16,20,21,22
538,538,10
1,2,3,7,8,13,14,19,20,24
250,250,9
1,2,3,7,8,13,14,19,24
90,90,8
1,2,3,4,7,8,13,19
314,314,8
1,2,3,7,8,13,19,24
74,74,6
1,2,3,7,8,13
74,74,6
1,7,8,13,15,16
10,10,6
1,6,7,14,16,22
74,74,6
3,8,13,14,16,20
74,74,6
8,14,16,20,22,24
570,570,5
6,9,16,19,22
58,58,4
6,13,16,19
58,58,3
15,16,19
26,26,3
6,19,20
26,26,3
6,19,20
218,218,3
6,16,20
218,218,3
6,19,20
218,218,3
6,19,20
106,106,3
6,19,20
570,570,3
6,19,23
138,138,1
2
138,138,3
14,20,23
490,490,3
16,19,21
506,506,3
13,16,19
506,506,4
13,19,21,23
106,106,3
13,15,17
378,378,3
13,16,19
74,74,3
3,12,13
378,378,4
5,6,7,12
506,506,5
5,6,11,12,24
90,90,7
5,6,11,12,17,18,24
394,394,8
4,5,6,11,12,17,18,24
90,90,9
5,6,10,11,12,15,17,18,24
90,90,10
3,4,6,9,10,15,16,17,22,23
346,346,8
1,7,8,13,14,16,20,21
298,298,6
7,8,13,14,19,20
506,506,5
7,13,14,19,20
74,74,5
5,7,8,13,16
26,26,2
7,23
330,330,3
7,8,19
138,138,1
7
58,58,1
7
538,538,1
7
282,282,1
6
58,58,1
3
186,186,1
3
458,458,2
2,3
282,282,3
3,5,6
58,58,2
5,6
458,458,1
5
474,474,2
5,6
458,458,2
5,6
538,538,1
5
442,442,1
5
10,10,1
5
282,282,1
5
330,330,2
5,6
10,10,1
11
234,234,1
16
362,362,2
7,8
266,266,2
7,8
362,362,2
7,8
570,570,2
7,8
570,570,2
7,8
58,58,2
8,19
42,42,2
8,14
58,58,2
8,19
570,570,2
7,8
362,362,2
8,19
42,42,2
8,19
570,570,2
18,24
522,522,7
8,12,17,18,22,23,24
538,538,10
3,4,8,9,11,14,15,20,21,22
538,538,10
1,2,3,7,8,9,13,14,19,24
250,250,9
1,2,7,8,13,14,19,20,24
554,554,9
1,2,3,7,8,13,14,19,24
90,90,8
1,2,7,8,13,14,19,20
506,506,6
1,2,8,10,13,21
314,314,5
1,2,7,17,20
314,314,5
1,13,14,16,23
330,330,4
8,9,16,20
394,394,3
14,16,17
234,234,3
14,16,17
