504,29
228,228,2
2,4
564,564,3
1,2,13
564,564,3
1,3,8
564,564,3
1,3,8
564,564,3
1,8,14
68,68,4
3,8,9,14
564,564,3
4,8,9
564,564,3
3,8,9
564,564,3
3,9,13
356,356,3
3,9,24
564,564,3
4,8,10
84,84,3
4,9,10
468,468,3
4,9,10
324,324,3
3,4,5
68,68,3
4,5,10
116,116,3
3,5,10
212,212,4
5,6,9,10
468,468,3
5,10,11
420,420,2
5,15
420,420,2
4,5
564,564,3
18,23,24
228,228,5
6,12,18,23,24
532,532,9
5,6,8,10,11,16,17,21,22
516,516,11
2,3,4,8,9,10,13,14,19,20,24
516,516,10
1,2,3,7,8,9,13,14,19,20
244,244,9
1,2,3,7,8,9,13,14,19
244,244,9
1,2,3,7,8,9,13,14,19
388,388,8
1,2,3,7,8,10,16,17
244,244,9
1,2,3,7,8,9,13,14,20
228,228,8
1,2,7,8,9,13,14,16
228,228,8
1,7,8,9,16,17,19,20
372,372,7
1,8,10,11,14,17,20
436,436,6
1,2,3,11,17,23
356,356,5
1,3,9,16,17
308,308,5
5,8,12,16,17
356,356,5
3,4,9,11,17
244,244,5
1,7,8,13,18
356,356,5
4,5,8,9,12
500,500,4
5,6,8,9
500,500,4
6,8,9,12
500,500,4
4,8,9,12
292,292,5
5,6,8,9,12
484,484,5
5,8,9,14,24
308,308,5
6,8,9,14,24
324,324,6
8,9,10,12,14,24
228,228,6
8,9,10,14,15,18
340,340,7
6,10,11,12,17,18,24
228,228,8
4,5,6,10,11,12,14,18
548,548,9
4,5,6,10,11,12,18,19,24
532,532,9
4,5,6,10,11,12,17,18,24
532,532,10
3,4,5,6,9,10,11,12,17,24
516,516,10
1,2,3,4,7,8,9,10,15,22
244,244,8
1,7,8,13,14,19,20,21
228,228,7
1,7,13,14,19,20,23
308,308,6
1,2,4,8,9,13
116,116,6
1,4,5,6,11,13
196,196,5
4,5,6,10,11
484,484,4
4,5,11,13
484,484,4
4,6,12,13
292,292,4
3,4,6,11
276,276,3
4,10,12
372,372,3
4,6,12
292,292,4
6,8,10,12
436,436,2
6,11
340,340,2
5,6
180,180,2
6,12
36,36,2
12,14
68,68,2
6,12
68,68,2
5,12
68,68,2
14,23
276,276,1
12
276,276,1
10
404,404,2
19,20
468,468,1
8
468,468,1
5
468,468,1
12
468,468,1
6
484,484,1
6
468,468,1
6
436,436,1
6
372,372,1
6
308,308,2
20,21
308,308,1
19
212,212,1
22
308,308,1
16
212,212,1
17
212,212,1
6
196,196,2
3,7
148,148,2
11,22
308,308,2
19,20
260,260,3
9,16,20
116,116,3
13,17,20
260,260,1
13
228,228,4
12,18,23,24
548,548,8
4,5,10,11,16,17,22,23
516,516,11
2,3,4,8,9,10,13,14,19,20,24
532,532,10
1,2,3,4,7,8,9,13,14,21
244,244,9
1,2,3,7,8,9,13,14,19
228,228,9
1,2,3,6,7,8,10,13,19
244,244,8
2,4,7,12,13,14,15,19
244,244,9
1,2,3,6,8,9,13,14,16
228,228,8
1,2,3,6,10,13,16,18
324,324,6
1,2,3,10,13,16
324,324,5
1,2,3,13,16
356,356,4
1,2,13,16
308,308,3
1,2,13
548,548,2
1,2
548,548,3
1,13,15
20,20,5
12,15,16,17,20
420,420,2
1,14
420,420,1
15
68,68,1
7
52,52,1
14
52,52,1
7
484,484,2
6,7
20,20,3
1,6,8
292,292,5
1,6,12,18,23
132,132,6
1,4,5,6,15,24
132,132,8
3,6,12,15,18,22,23,24
548,548,8
4,5,6,11,12,17,18,24
548,548,9
5,6,11,12,17,18,19,23,24
532,532,10
4,5,6,11,12,17,18,19,23,24
532,532,10
2,10,11,12,16,17,18,22,23,24
516,516,10
1,2,7,8,13,14,15,16,21,22
548,548,7
1,2,7,13,14,19,20
132,132,5
7,13,14,19,20
148,148,4
1,7,14,19
564,564,2
7,14
148,148,3
1,7,19
564,564,2
1,7
388,388,2
1,7
148,148,2
1,7
372,372,2
1,14
436,436,2
1,14
436,436,1
1
68,68,1
1
52,52,1
2
180,180,1
1
52,52,1
1
52,52,1
1
68,68,1
1
68,68,1
7
148,148,1
5
324,324,1
5
116,116,1
5
276,276,1
8
276,276,1
17
276,276,1
24
68,68,1
13
68,68,1
2
452,452,1
1
68,68,1
2
68,68,1
19
292,292,1
16
292,292,1
3
292,292,2
3,8
84,84,1
3
292,292,2
1,3
292,292,2
1,3
324,324,3
1,2,21
148,148,2
2,8
292,292,2
2,8
420,420,1
8
276,276,2
8,13
148,148,2
18,24
436,436,5
6,12,18,23,24
516,516,9
5,6,10,11,15,16,17,21,22
516,516,10
2,3,7,8,9,13,14,15,19,20
516,516,10
1,2,3,7,8,9,13,14,19,24
244,244,9
1,2,3,7,8,13,14,19,20
436,436,9
1,2,3,7,8,13,14,18,19
436,436,8
1,4,7,8,9,14,19,20
436,436,7
1,2,7,8,13,14,19
324,324,5
1,10,13,14,19
404,404,3
5,10,11
20,20,4
10,11,14,15
20,20,4
6,10,12,15
308,308,4
4,5,12,15
404,404,3
4,5,20
292,292,3
5,10,15
548,548,3
10,11,23
404,404,3
19,20,22
564,564,3
15,16,22
340,340,2
15,20
52,52,2
16,20
404,404,3
16,20,21
340,340,2
14,16
340,340,1
21
132,132,3
16,20,22
228,228,4
4,5,6,11
324,324,6
6,11,12,17,18,24
548,548,7
5,6,11,12,17,18,24
548,548,8
5,6,11,12,17,18,23,24
532,532,9
4,5,6,10,11,12,17,18,24
532,532,10
4,5,6,10,11,12,17,18,23,24
516,516,10
2,3,8,9,10,15,16,21,22,23
244,244,7
1,7,13,14,19,20,21
228,228,6
7,13,14,19,20,21
308,308,5
8,19,20,21,22
308,308,5
17,19,20,21,24
276,276,4
19,22,23,24
148,148,3
22,23,24
148,148,3
18,23,24
148,148,3
21,23,24
132,132,1
24
132,132,1
24
436,436,2
18,24
52,52,1
2
420,420,1
4
116,116,1
3
132,132,1
13
436,436,1
3
404,404,1
3
420,420,2
3,21
148,148,1
4
324,324,2
4,8
484,484,3
4,5,14
484,484,3
2,4,14
484,484,3
5,9,14
500,500,3
6,14,16
500,500,3
5,7,14
484,484,3
5,14,20
212,212,4
4,5,11,14
500,500,3
3,5,15
212,212,3
4,15,20
132,132,5
5,6,14,15,20
484,484,3
6,10,15
212,212,3
5,10,15
100,100,4
5,6,10,15
116,116,3
5,10,15
308,308,3
10,15,16
308,308,3
10,15,21
260,260,3
4,15,16
116,116,3
10,15,16
132,132,4
5,10,16,21
20,20,2
6,16
100,100,1
24
228,228,5
5,12,18,23,24
532,532,9
2,4,5,6,10,11,16,17,21
516,516,11
2,3,4,8,9,10,13,14,16,19,24
532,532,10
1,2,3,4,7,8,9,11,14,19
244,244,9
1,2,3,7,8,9,13,14,24
228,228,8
1,2,3,7,8,9,13,14
436,436,7
1,3,7,8,10,13,19
228,228,7
1,3,4,7,8,14,19
452,452,5
1,3,4,7,8
404,404,4
3,4,7,8
484,484,3
3,4,19
484,484,3
8,14,19
548,548,1
19
340,340,2
19,20
548,548,2
19,20
500,500,6
5,9,11,15,17,19
340,340,2
15,20
340,340,2
8,20
100,100,1
20
52,52,1
20
340,340,2
16,20
148,148,1
16
484,484,3
3,16,23
292,292,5
3,4,9,16,23
292,292,7
1,7,17,20,22,23,24
228,228,8
4,5,6,10,11,12,17,18
548,548,8
4,5,6,10,11,12,17,18
244,244,9
4,5,6,9,10,11,12,17,18
532,532,10
4,5,6,10,11,12,17,18,19,24
532,532,10
3,4,5,9,10,11,17,18,23,24
516,516,10
1,2,7,8,9,14,15,20,21,22
244,244,8
1,7,8,10,13,14,19,20
228,228,6
1,7,13,14,19,20
148,148,5
2,9,10,15,19
324,324,4
3,9,15,16
276,276,4
2,3,9,15
388,388,4
2,3,15,16
372,372,4
2,3,9,15
420,420,3
3,8,10
100,100,1
2
100,100,1
17
68,68,1
12
356,356,1
20
356,356,1
4
356,356,1
11
404,404,1
15
132,132,2
7,20
116,116,2
7,19
564,564,1
7
84,84,2
7,8
324,324,3
7,8,21
420,420,4
7,8,21,22
212,212,6
6,7,8,13,21,22
100,100,4
7,8,10,20
436,436,3
8,13,21
308,308,4
7,8,20,21
292,292,5
8,13,14,18,21
420,420,4
7,8,13,21
132,132,7
7,8,12,13,14,15,23
196,196,6
8,9,13,15,20,21
404,404,5
7,8,9,13,22
148,148,6
7,8,9,10,14,22
132,132,6
7,8,9,14,15,22
356,356,5
7,8,9,14,22
196,196,6
7,8,9,13,14,16
340,340,6
8,9,14,16,22,24
276,276,5
6,8,9,14,16
196,196,6
2,7,8,9,14,17
164,164,7
7,8,9,10,14,15,16
164,164,7
5,8,9,10,13,17,22
308,308,6
7,8,9,10,17,18
260,260,1
8
228,228,4
12,18,23,24
548,548,8
5,6,11,16,17,21,22,23
516,516,11
2,3,4,8,9,14,15,19,20,21,24
532,532,10
1,2,3,4,7,9,13,15,19,20
244,244,9
1,2,3,4,7,8,13,19,20
372,372,9
1,2,3,4,7,8,13,19,22
244,244,8
1,2,3,4,7,8,9,13
244,244,9
1,2,3,4,7,8,10,14,19
420,420,7
1,2,3,7,8,19,21
452,452,5
7,15,19,21,22
484,484,3
7,14,19
292,292,1
17
564,564,2
9,10
292,292,1
10
564,564,2
9,10
52,52,1
6
68,68,2
11,14
68,68,2
11,13
36,36,4
5,11,12,13
36,36,4
6,11,12,13
276,276,3
11,12,13
404,404,2
11,14
36,36,3
5,14,17
116,116,2
5,6
308,308,6
2,3,4,5,6,11
372,372,7
3,4,5,6,10,11,24
228,228,8
3,4,5,6,11,12,13,18
548,548,9
3,4,5,6,11,12,18,19,24
548,548,9
3,4,5,6,11,12,18,23,24
532,532,10
3,4,5,10,11,17,18,22,23,24
516,516,10
1,2,3,7,8,9,14,21,22,23
244,244,8
1,3,7,13,19,20,21,22
308,308,5
2,7,13,19,20
196,196,3
1,14,19
484,484,2
1,7
484,484,1
1
196,196,1
1
484,484,1
2
484,484,1
12
132,132,3
4,16,20
180,180,3
1,15,16
36,36,4
11,16,20,21
164,164,5
15,17,19,20,21
164,164,5
15,17,19,20,21
164,164,5
16,17,19,20,21
84,84,5
1,17,19,20,21
164,164,5
17,19,20,21,22
484,484,6
1,17,18,19,20,21
324,324,5
17,19,20,21,22
84,84,4
17,19,20,21
308,308,6
17,18,19,20,21,22
308,308,7
2,4,18,19,20,21,22
196,196,7
1,17,18,19,20,21,22
196,196,6
18,19,20,21,22,23
196,196,6
12,18,19,20,22,23
292,292,6
3,18,21,22,23,24
212,212,6
19,20,21,22,23,24
420,420,4
20,21,22,23
180,180,7
18,19,20,21,22,23,24
116,116,6
13,19,21,22,23,24
500,500,6
11,19,20,21,22,23
148,148,6
19,20,21,22,23,24
148,148,6
14,19,20,21,22,23
100,100,6
18,19,20,21,22,23
100,100,6
18,19,20,21,22,23
100,100,6
19,20,21,22,23,24
100,100,6
19,20,21,22,23,24
132,132,5
19,20,21,22,23
324,324,6
9,19,20,21,22,23
100,100,6
9,19,20,21,22,23
100,100,6
9,19,20,21,22,24
500,500,1
21
420,420,4
12,18,23,24
548,548,8
5,6,10,11,16,17,18,24
532,532,11
1,2,3,4,8,10,14,15,17,19,20
532,532,10
1,2,3,7,8,13,14,15,19,20
244,244,9
1,2,3,4,7,8,13,14,19
436,436,9
1,2,3,6,7,8,13,14,19
436,436,8
1,2,3,7,8,12,19,22
244,244,9
1,2,3,4,7,11,13,14,24
372,372,7
1,2,3,4,5,10,11
356,356,5
1,2,3,4,11
340,340,4
1,2,10,11
484,484,3
1,2,11
548,548,1
11
324,324,1
1
324,324,1
5
292,292,4
7,11,20,22
564,564,2
22,23
564,564,2
21,22
100,100,4
14,15,22,23
564,564,3
7,15,22
132,132,3
12,15,22
100,100,3
4,15,22
52,52,1
23
260,260,3
4,6,13
