504,29
199,199,4
9,20,23,24
311,311,2
13,17
295,295,2
7,13
7,7,3
8,13,19
551,551,3
7,13,19
455,455,3
6,13,19
471,471,4
3,5,6,12
247,247,7
3,4,5,10,11,12,18
263,263,10
1,2,8,9,15,16,19,22,23,24
263,263,9
1,7,8,13,14,15,20,21,22
295,295,8
7,13,14,15,19,20,21,22
23,23,8
6,7,13,14,19,20,21,22
455,455,7
7,13,14,19,20,21,22
311,311,6
7,13,14,19,20,21
311,311,6
12,13,14,19,20,21
215,215,4
1,13,19,20
215,215,4
8,13,14,21
215,215,3
7,13,21
391,391,3
13,14,20
391,391,3
14,20,21
103,103,3
1,14,20
135,135,3
1,8,14
343,343,3
8,15,21
375,375,3
8,14,21
39,39,2
7,14
551,551,3
1,7,14
7,7,3
1,7,22
39,39,3
2,6,15
311,311,3
1,2,8
343,343,5
1,2,3,7,8
407,407,7
1,2,3,4,7,8,24
423,423,8
1,2,3,4,7,8,13,23
327,327,8
1,2,3,4,7,8,9,13
279,279,10
3,4,6,7,8,9,10,13,14,23
279,279,9
5,6,10,11,12,14,15,16,17
279,279,8
2,12,17,18,21,22,23,24
247,247,7
16,18,20,21,22,23,24
295,295,7
12,13,14,21,22,23,24
327,327,6
13,15,17,21,22,24
359,359,6
4,6,13,14,21,23
407,407,6
9,10,13,14,18,21
407,407,6
1,9,13,14,21,22
487,487,4
8,9,13,21
135,135,4
4,13,14,22
103,103,4
3,8,10,13
311,311,4
3,14,15,22
311,311,3
8,9,21
311,311,3
12,16,22
311,311,4
4,9,20,22
439,439,4
4,9,13,17
311,311,3
4,6,9
503,503,3
4,6,14
103,103,4
4,10,11,12
135,135,3
3,4,6
167,167,3
3,4,9
343,343,3
4,6,11
103,103,3
3,5,11
103,103,3
4,6,15
103,103,3
3,11,12
503,503,3
4,6,22
135,135,3
3,6,12
87,87,2
3,6
423,423,2
3,5
231,231,1
7
439,439,1
6
519,519,1
7
375,375,2
2,7
7,7,2
2,7
7,7,2
1,7
7,7,2
2,7
391,391,2
2,7
7,7,3
2,7,9
407,407,4
1,2,5,7
55,55,2
7,16
119,119,1
7
71,71,1
7
359,359,1
4
567,567,1
6
279,279,3
5,6,12
263,263,7
3,4,5,10,11,12,18
439,439,9
1,8,9,15,16,17,22,23,24
263,263,9
7,8,13,14,15,20,21,22,23
119,119,8
7,13,14,15,19,20,21,22
247,247,7
7,13,14,15,19,20,21
423,423,7
7,13,14,15,19,20,21
311,311,5
13,14,19,20,21
311,311,4
13,19,20,22
487,487,3
13,19,20
135,135,2
4,19
135,135,2
4,5
87,87,1
9
23,23,1
2
343,343,1
12
151,151,1
24
151,151,1
3
87,87,1
23
87,87,2
1,12
199,199,2
19,20
391,391,1
24
7,7,2
19,23
311,311,2
1,7
455,455,4
1,2,7,9
407,407,6
1,2,3,7,8,13
247,247,7
1,2,3,4,7,8,9
423,423,8
1,2,3,4,5,7,8,9
279,279,10
2,3,4,5,6,7,8,9,10,24
279,279,9
6,10,11,12,15,16,17,19,21
279,279,8
1,17,18,20,21,22,23,24
295,295,7
1,17,18,21,22,23,24
487,487,5
10,12,16,23,24
487,487,4
4,5,10,23
215,215,3
5,6,10
311,311,3
5,6,9
343,343,2
5,9
343,343,2
5,8
551,551,1
4
343,343,1
4
167,167,1
4
391,391,2
20,22
455,455,2
15,19
519,519,2
15,24
7,7,2
17,20
567,567,2
19,20
455,455,2
19,20
567,567,2
14,16
7,7,1
19
455,455,2
19,23
455,455,2
13,16
519,519,2
19,22
55,55,2
13,19
455,455,3
8,9,11
55,55,2
19,20
455,455,3
8,13,22
55,55,2
13,22
39,39,2
19,22
311,311,2
9,22
343,343,5
9,11,13,15,22
215,215,5
2,9,13,20,22
183,183,8
7,9,11,13,15,17,19,20
487,487,5
9,11,13,15,22
439,439,8
1,9,11,12,13,15,19,22
135,135,7
9,10,13,15,16,19,22
423,423,7
9,10,13,16,20,22,23
183,183,7
5,7,9,13,14,16,21
407,407,7
1,3,5,9,13,17,20
135,135,6
1,7,10,19,20,23
199,199,5
6,7,15,20,22
423,423,3
15,20,23
199,199,5
3,15,22,23,24
71,71,3
9,20,23
471,471,3
3,5,6
263,263,7
1,3,4,10,11,12,18
439,439,9
1,2,8,9,15,16,22,23,24
23,23,9
1,7,13,14,17,20,21,22,23
119,119,9
1,2,7,13,19,20,21,22,23
487,487,8
1,7,8,13,14,19,20,21
471,471,8
7,13,14,19,20,21,22,23
247,247,7
7,13,14,19,20,21,23
151,151,6
2,6,7,13,19,21
151,151,5
6,7,8,13,19
455,455,4
3,7,8,13
215,215,3
7,13,24
151,151,4
1,2,7,18
23,23,2
9,21
343,343,2
9,21
567,567,4
6,9,21,22
7,7,4
9,13,14,21
183,183,5
9,19,20,21,22
231,231,4
15,20,21,22
71,71,4
8,9,20,22
71,71,3
2,4,15
391,391,3
21,22,23
487,487,5
14,16,17,21,22
311,311,6
1,4,7,9,16,17
311,311,7
1,2,3,4,7,8,9
247,247,8
1,2,3,4,7,8,9,20
247,247,9
1,2,3,4,7,8,9,13,24
279,279,10
3,4,5,6,8,9,13,14,15,16
279,279,10
1,11,15,16,17,20,21,22,23,24
279,279,7
17,18,20,21,22,23,24
487,487,6
17,18,20,22,23,24
103,103,5
17,18,20,23,24
375,375,3
17,18,24
23,23,1
18
23,23,1
7
343,343,1
3
519,519,2
19,22
183,183,3
3,4,22
87,87,3
2,3,8
455,455,4
1,4,8,22
247,247,2
3,8
567,567,5
2,3,8,16,22
567,567,5
2,8,11,16,22
199,199,3
2,3,16
375,375,2
3,18
39,39,4
2,9,16,17
423,423,4
3,8,16,17
183,183,3
9,16,22
71,71,3
10,16,22
183,183,3
15,16,24
183,183,3
15,16,24
247,247,3
9,23,24
471,471,3
15,23,24
71,71,3
10,23,24
55,55,3
15,23,24
455,455,4
15,17,22,23
407,407,5
15,17,22,23,24
423,423,5
3,9,15,16,21
151,151,4
14,15,16,22
199,199,7
3,9,10,15,16,21,22
295,295,6
9,10,15,16,18,21
119,119,8
4,9,10,11,12,15,16,21
439,439,8
3,4,9,10,15,16,18,21
295,295,8
3,4,9,10,15,16,18,21
423,423,8
3,9,10,15,16,18,21,23
167,167,8
1,3,4,9,10,15,16,21
183,183,7
2,3,8,9,15,18,21
183,183,8
3,4,5,10,15,16,17,19
183,183,8
3,4,8,9,10,11,15,22
503,503,8
3,4,8,9,10,11,15,16
503,503,8
2,3,4,8,11,15,19,20
167,167,7
2,4,5,9,11,15,17
247,247,1
6
263,263,6
4,5,10,11,12,18
295,295,9
1,2,8,9,15,16,22,23,24
7,7,10
1,6,7,13,14,15,20,21,22,23
263,263,9
1,7,13,14,15,19,20,21,22
311,311,8
1,7,13,14,19,20,21,22
263,263,7
1,7,13,14,19,20,21
215,215,6
1,7,13,18,19,20
247,247,5
1,7,13,18,19
151,151,3
13,18,19
519,519,1
19
519,519,1
23
215,215,2
11,24
503,503,3
1,5,7
503,503,3
1,5,14
503,503,4
1,7,14,20
183,183,5
1,7,8,14,20
103,103,5
1,7,8,13,20
183,183,5
1,4,7,8,13
167,167,5
1,2,7,8,13
199,199,3
4,7,13
39,39,2
4,17
391,391,4
1,5,6,11
23,23,6
2,3,8,9,12,22
359,359,6
1,2,3,4,5,8
375,375,7
1,2,3,4,7,8,9
7,7,8
1,2,3,4,5,7,8,9
295,295,10
3,4,5,6,8,9,10,11,13,24
295,295,9
11,12,16,17,18,19,20,21,22
263,263,7
17,18,20,21,22,23,24
247,247,6
5,17,18,22,23,24
375,375,5
6,9,12,18,24
375,375,4
5,6,12,18
359,359,3
5,6,12
135,135,2
5,6
167,167,1
6
391,391,1
20
407,407,1
1
407,407,1
7
551,551,2
6,7
455,455,2
7,8
567,567,2
1,13
343,343,1
2
567,567,1
1
279,279,1
2
551,551,1
2
103,103,1
24
455,455,1
20
439,439,1
24
327,327,1
18
327,327,1
17
327,327,1
18
551,551,1
18
135,135,2
17,18
551,551,1
18
39,39,1
18
247,247,2
12,18
7,7,1
18
7,7,1
12
231,231,1
19
423,423,3
1,6,19
407,407,3
1,2,19
55,55,2
2,19
55,55,2
1,19
215,215,3
1,2,19
391,391,2
1,19
135,135,4
13,18,19,20
391,391,2
13,19
519,519,1
19
119,119,3
10,13,19
55,55,2
13,19
135,135,1
19
439,439,3
5,6,12
263,263,7
3,4,5,10,11,12,18
263,263,9
1,2,7,8,9,15,16,22,23
439,439,9
7,8,13,14,15,19,20,21,22
311,311,8
7,13,14,15,19,20,21,22
263,263,7
7,13,14,15,19,20,21
231,231,7
7,13,14,15,19,20,21
151,151,5
7,13,14,19,20
151,151,4
7,13,14,19
519,519,4
6,7,13,19
167,167,3
6,9,13
423,423,2
6,9
103,103,1
5
103,103,1
6
23,23,1
6
167,167,1
6
343,343,1
6
87,87,1
16
7,7,1
8
87,87,1
24
39,39,1
21
567,567,2
10,16
407,407,4
1,2,3,18
551,551,4
1,2,3,7
295,295,6
1,2,3,7,8,14
311,311,7
1,2,3,4,7,8,13
455,455,9
1,2,3,4,5,7,8,13,24
439,439,10
2,3,4,5,7,8,9,13,14,24
439,439,10
1,5,6,11,12,15,16,17,20,21
439,439,7
17,18,20,21,22,23,24
375,375,6
17,18,21,22,23,24
311,311,6
11,16,17,18,22,24
295,295,5
16,17,21,23,24
503,503,4
4,17,22,23
215,215,3
15,16,17
471,471,3
6,17,21
407,407,2
11,18
407,407,2
5,17
135,135,2
11,21
551,551,1
11
551,551,1
16
487,487,1
11
103,103,1
17
487,487,1
17
103,103,1
12
359,359,1
10
551,551,2
5,11
551,551,1
11
487,487,1
17
7,7,1
5
343,343,1
20
263,263,1
11
471,471,2
4,12
247,247,1
5
87,87,2
10,24
103,103,1
6
87,87,2
6,10
311,311,1
19
423,423,1
22
423,423,1
13
359,359,3
7,13,19
215,215,4
7,14,19,22
215,215,4
1,7,14,16
407,407,3
7,20,21
407,407,3
7,17,23
215,215,2
7,19
135,135,4
7,13,14,15
311,311,2
13,17
551,551,2
7,15
551,551,2
7,21
135,135,2
7,21
55,55,1
12
23,23,3
5,6,12
263,263,7
3,4,5,10,11,12,18
455,455,9
1,2,3,8,9,15,16,22,23
471,471,9
1,2,7,8,13,14,19,20,21
119,119,9
1,2,7,8,13,14,19,20,21
23,23,8
7,8,13,14,19,20,21,22
439,439,8
6,7,8,13,14,19,20,21
151,151,7
