504,32
91,91,7
3,4,9,13,15,21,24
235,235,8
14,16,17,18,21,22,23,24
251,251,9
16,17,18,19,20,21,22,23,24
523,523,10
5,6,11,12,16,17,18,21,22,23
251,251,9
1,2,3,4,5,6,8,11,12
75,75,6
1,2,3,4,7,9
315,315,3
1,2,10
363,363,2
1,4
571,571,1
21
347,347,1
15
27,27,1
15
411,411,3
7,20,24
395,395,2
9,24
123,123,3
9,15,20
123,123,3
11,20,24
203,203,3
11,20,24
123,123,3
11,13,24
331,331,3
5,15,24
155,155,6
5,14,17,20,21,24
315,315,6
11,13,14,17,20,24
155,155,6
2,5,13,14,20,24
267,267,4
5,17,23,24
155,155,6
5,11,13,14,17,20
187,187,6
2,5,13,17,20,24
187,187,6
5,11,14,17,20,23
75,75,6
5,11,13,17,20,24
75,75,6
5,6,7,13,17,20
27,27,7
5,11,13,14,17,20,23
27,27,6
5,7,11,13,17,20
171,171,7
2,7,11,13,14,17,20
187,187,7
2,7,9,11,13,17,23
187,187,7
2,6,11,13,14,16,17
267,267,7
5,7,11,13,14,17,23
187,187,7
6,7,11,13,14,17,19
123,123,6
2,7,11,14,17,20
171,171,7
2,5,7,11,13,17,20
27,27,3
7,11,18
235,235,6
13,19,20,21,22,23
539,539,10
1,10,15,16,17,18,21,22,23,24
539,539,10
3,4,5,6,9,10,11,12,17,18
539,539,10
2,3,4,5,6,9,10,11,12,21
507,507,9
1,2,3,4,5,6,9,11,12
235,235,9
1,2,3,4,5,6,11,12,22
379,379,8
1,3,5,7,11,12,19,20
379,379,7
1,2,3,7,13,19,20
347,347,6
1,7,13,14,19,20
363,363,5
1,7,13,19,20
91,91,5
1,7,13,14,19
75,75,4
1,7,13,19
43,43,2
13,19
459,459,1
19
347,347,1
1
443,443,2
8,17
443,443,1
23
411,411,3
1,17,24
107,107,3
14,21,24
379,379,2
17,24
459,459,2
21,24
411,411,3
6,11,24
459,459,3
6,16,17
27,27,3
6,11,12
411,411,3
3,17,24
443,443,3
5,11,12
219,219,4
5,11,23,24
219,219,3
1,3,24
107,107,3
1,10,24
59,59,2
6,24
187,187,1
18
571,571,1
19
395,395,2
7,19
91,91,4
7,13,19,20
139,139,6
7,13,19,20,22,24
139,139,7
13,19,20,21,22,23,24
235,235,8
16,17,18,20,21,22,23,24
251,251,9
16,17,18,19,20,21,22,23,24
523,523,11
1,10,12,15,16,17,18,20,22,23,24
251,251,9
3,4,5,6,7,8,9,10,11
363,363,6
1,2,3,4,7,8
571,571,3
1,2,20
443,443,2
1,7
219,219,1
16
363,363,3
3,10,21
59,59,2
10,13
411,411,4
3,15,21,24
395,395,3
3,21,24
123,123,4
3,5,16,24
267,267,5
3,5,11,15,24
203,203,4
3,4,6,24
203,203,4
3,6,11,24
107,107,6
5,11,12,14,18,24
155,155,6
2,5,6,11,18,24
155,155,6
1,5,6,11,18,24
315,315,7
3,5,6,10,11,18,24
171,171,7
3,5,6,10,11,18,24
91,91,7
5,6,10,11,12,18,24
299,299,7
4,5,6,10,11,18,24
75,75,6
3,6,11,12,18,24
171,171,7
4,6,10,11,12,18,24
171,171,7
2,5,6,10,11,18,24
27,27,7
5,6,10,11,12,18,24
555,555,3
5,11,24
299,299,6
4,6,11,18,23,24
11,11,7
5,6,10,12,18,23,24
267,267,6
3,5,6,11,18,24
571,571,7
3,5,6,11,12,18,24
155,155,6
5,6,9,11,23,24
59,59,7
5,6,11,12,18,20,24
155,155,6
5,10,11,17,18,24
267,267,3
5,7,11
235,235,6
14,19,20,21,22,23
523,523,10
9,10,11,14,15,16,17,18,23,24
523,523,10
3,4,5,6,9,10,11,12,17,18
539,539,9
2,3,4,5,6,10,11,12,18
507,507,9
2,3,4,5,6,9,10,11,12
379,379,9
1,2,3,5,6,7,8,11,23
491,491,8
2,3,5,6,8,10,14,19
379,379,8
1,2,7,8,13,14,18,19
331,331,7
1,7,8,13,14,19,20
331,331,6
7,13,14,19,20,21
75,75,5
7,13,14,19,21
267,267,4
7,14,19,21
123,123,3
7,14,19
475,475,2
7,21
107,107,1
7
443,443,1
9
443,443,1
14
443,443,1
24
283,283,2
5,18
395,395,1
4
459,459,1
5
283,283,2
4,5
459,459,2
12,24
443,443,1
24
155,155,2
4,18
347,347,1
23
155,155,1
18
155,155,2
4,10
331,331,1
4
75,75,1
7
91,91,3
8,13,22
91,91,3
7,8,19
