504,29
535,535,4
1,12,17,19
231,231,5
6,12,18,22,23
359,359,5
6,12,18,19,20
23,23,6
6,9,12,17,18,20
23,23,6
12,16,17,18,19,20
231,231,5
13,17,18,19,20
23,23,5
14,17,19,20,24
231,231,5
14,17,18,19,20
23,23,5
1,17,19,20,24
327,327,4
18,20,21,24
215,215,3
1,17,20
407,407,3
1,8,17
503,503,1
17
503,503,1
7
167,167,1
17
151,151,2
17,18
247,247,1
18
375,375,1
18
151,151,1
18
503,503,2
18,20
391,391,2
18,20
103,103,2
18,24
135,135,3
18,19,24
39,39,2
18,20
135,135,2
18,20
39,39,2
18,24
551,551,3
12,18,24
567,567,2
18,24
23,23,4
6,12,18,24
567,567,6
6,12,17,18,23,24
423,423,7
6,11,12,17,18,23,24
327,327,7
6,11,12,17,18,23,24
279,279,8
6,11,12,17,18,22,23,24
263,263,9
5,6,11,12,16,17,18,23,24
439,439,10
2,3,4,5,9,10,14,15,16,18
439,439,8
1,2,8,13,14,19,20,21
119,119,6
1,2,7,13,19,20
231,231,6
1,4,9,12,17,20
423,423,5
1,9,12,17,20
407,407,5
1,9,12,17,20
279,279,5
1,12,18,20,22
151,151,4
1,4,12,20
343,343,4
1,12,17,20
103,103,3
1,12,20
135,135,3
1,12,20
471,471,3
1,12,20
503,503,3
1,12,20
135,135,3
1,12,20
503,503,3
1,12,20
103,103,3
1,12,20
135,135,3
1,12,20
135,135,3
1,12,20
343,343,3
1,12,20
343,343,3
1,12,20
103,103,3
1,12,20
471,471,4
1,12,14,23
39,39,4
1,12,14,24
487,487,3
1,14,20
23,23,4
1,12,14,24
327,327,5
18,21,22,23,24
119,119,9
11,12,17,18,20,21,22,23,24
119,119,11
1,4,5,6,7,8,9,10,11,12,24
295,295,9
1,2,3,4,5,7,8,9,13
279,279,8
1,2,3,4,5,7,8,13
23,23,7
1,2,3,4,7,8,13
247,247,7
1,2,3,6,7,8,13
103,103,6
1,2,3,7,8,13
343,343,5
1,2,7,12,16
471,471,5
1,7,8,12,16
471,471,5
1,2,7,8,23
359,359,5
1,2,7,8,11
359,359,4
1,2,8,23
455,455,3
7,13,14
327,327,5
1,7,13,14,15
327,327,5
7,8,13,14,15
471,471,5
7,8,13,14,15
327,327,5
1,7,13,14,15
471,471,5
1,7,13,14,15
23,23,5
7,14,15,17,21
471,471,4
1,7,14,21
279,279,4
1,7,13,14
407,407,3
15,20,21
103,103,3
1,7,13
455,455,2
1,7
135,135,1
1
167,167,1
13
167,167,1
23
167,167,1
7
167,167,1
7
375,375,1
7
151,151,2
12,15
151,151,2
1,7
135,135,2
1,7
343,343,2
1,7
135,135,2
1,7
567,567,3
7,9,14
263,263,2
8,14
535,535,2
1,7
39,39,2
1,14
55,55,1
2
455,455,5
1,2,12,18,21
295,295,6
1,4,12,18,23,24
359,359,7
3,6,12,17,18,23,24
295,295,7
6,11,12,17,18,23,24
247,247,8
6,11,12,17,18,22,23,24
439,439,10
3,5,6,10,11,12,16,17,18,23
263,263,10
3,4,9,10,14,15,16,20,21,23
263,263,8
1,2,4,7,8,13,14,19
247,247,6
1,2,7,13,14,19
279,279,6
1,2,7,13,14,20
119,119,6
1,2,7,13,14,20
231,231,5
1,2,7,14,20
279,279,5
1,7,13,14,20
487,487,4
1,7,14,20
359,359,4
1,7,14,20
311,311,4
1,2,14,20
135,135,4
1,7,14,20
135,135,4
1,2,4,20
135,135,3
1,4,20
311,311,3
1,4,20
135,135,3
1,4,20
503,503,3
1,4,20
503,503,3
1,4,20
359,359,4
1,2,4,20
215,215,4
1,2,4,20
471,471,4
1,2,4,20
439,439,4
1,2,4,12
279,279,5
1,2,4,16,20
279,279,5
1,2,4,9,20
487,487,5
1,2,4,9,14
151,151,5
1,2,4,9,20
103,103,6
15,18,21,22,23,24
119,119,10
7,12,15,16,17,18,20,21,22,24
119,119,11
1,2,3,4,6,7,8,9,11,14,24
295,295,9
1,2,3,4,5,7,8,9,13
487,487,8
1,2,3,4,7,8,9,10
23,23,8
1,2,3,4,6,7,8,10
247,247,7
1,2,3,4,5,6,12
519,519,6
2,3,4,6,12,23
359,359,5
1,4,5,6,12
359,359,5
4,5,6,12,21
359,359,5
4,5,6,12,22
519,519,5
4,5,6,11,12
7,7,4
4,5,6,12
311,311,4
4,11,18,20
439,439,5
6,12,17,18,24
535,535,5
5,6,12,17,18
343,343,5
4,5,6,12,18
535,535,5
2,4,5,6,12
311,311,4
6,12,14,18
487,487,4
6,13,18,19
103,103,4
6,7,13,18
455,455,3
1,6,13
279,279,3
12,17,18
7,7,3
9,12,18
503,503,2
1,9
135,135,2
9,21
167,167,2
1,12
135,135,2
7,12
503,503,3
7,12,17
503,503,3
9,12,17
503,503,3
12,17,18
375,375,3
12,13,18
135,135,3
13,15,18
279,279,3
13,18,20
135,135,3
13,17,18
103,103,2
18,24
135,135,3
4,13,24
135,135,3
