504,28
16,16,2
8,13
48,48,3
8,9,13
112,112,4
4,5,9,13
320,320,4
3,4,9,13
240,240,4
3,4,8,13
48,48,3
4,8,13
16,16,3
3,4,7
464,464,3
4,8,13
128,128,3
3,4,9
512,512,2
3,4
0,0,2
4,13
96,96,1
4
496,496,1
23
496,496,1
18
400,400,2
23,24
192,192,2
18,23
176,176,3
12,23,24
480,480,3
18,20,23
304,304,3
18,23,24
480,480,3
6,20,24
480,480,3
2,18,24
240,240,3
2,20,24
288,288,3
2,16,24
480,480,4
2,4,20,24
496,496,1
24
384,384,5
6,12,18,23,24
32,32,9
3,4,5,6,9,10,11,12,15
368,368,10
1,2,3,7,8,9,14,19,20,24
384,384,9
1,2,3,7,8,13,14,19,24
528,528,8
1,2,3,7,8,13,19,20
512,512,7
1,2,3,4,7,8,13
256,256,6
1,7,8,13,19,21
320,320,6
1,2,7,8,12,21
96,96,5
1,3,4,16,21
128,128,3
1,8,21
128,128,3
1,8,16
128,128,2
1,16
272,272,4
4,5,10,15
208,208,2
1,4
128,128,3
4,5,7
288,288,3
1,3,4
0,0,2
1,4
496,496,3
1,4,8
208,208,3
4,5,8
192,192,2
1,8
480,480,1
5
496,496,1
2
208,208,2
2,5
96,96,2
2,5
416,416,1
4
0,0,2
5,16
16,16,2
2,5
128,128,2
2,5
96,96,3
2,3,5
176,176,2
3,5
176,176,2
2,3
352,352,2
2,3
512,512,2
1,2
32,32,1
3
448,448,1
4
416,416,1
24
528,528,3
6,18,24
512,512,5
6,11,12,18,24
176,176,7
4,5,6,11,12,17,18
112,112,9
4,5,6,11,12,17,18,19,24
400,400,10
3,4,5,6,10,11,12,17,18,23
400,400,10
1,2,3,8,10,12,14,20,21,22
384,384,7
1,7,8,13,14,19,20
320,320,4
2,13,19,20
560,560,2
7,13
0,0,2
10,16
256,256,2
10,16
528,528,1
14
144,144,2
13,15
272,272,3
14,16,23
272,272,3
8,13,19
144,144,2
10,14
144,144,2
10,13
0,0,2
10,14
144,144,2
10,13
16,16,1
10
560,560,2
5,12
560,560,2
5,24
448,448,2
5,23
496,496,3
5,18,24
192,192,3
5,18,23
496,496,3
5,18,24
480,480,3
5,18,24
384,384,3
3,5,24
336,336,4
5,12,23,24
208,208,4
5,12,23,24
224,224,3
1,5,7
128,128,4
5,15,18,24
240,240,4
1,5,12,24
224,224,3
7,12,24
224,224,3
6,7,24
192,192,2
1,7
0,0,5
6,12,18,23,24
400,400,9
4,5,6,11,15,16,17,21,22
352,352,10
1,2,3,7,8,9,13,14,15,24
384,384,9
1,2,3,7,8,13,14,19,24
336,336,7
1,2,7,8,13,14,19
112,112,7
1,2,3,13,14,19,20
320,320,6
1,2,3,13,14,19
528,528,6
1,2,7,13,16,19
112,112,6
3,4,5,9,16,24
544,544,4
4,14,15,16
544,544,3
3,4,16
272,272,2
4,17
112,112,3
3,4,12
496,496,2
4,15
288,288,1
3
176,176,1
4
192,192,1
22
176,176,1
15
48,48,1
10
560,560,1
1
416,416,1
24
560,560,1
18
112,112,1
5
96,96,1
5
96,96,1
3
288,288,2
10,15
288,288,2
3,15
0,0,2
2,3
128,128,3
3,5,22
32,32,2
2,3
144,144,3
2,5,15
512,512,3
2,3,5
352,352,3
2,5,11
288,288,3
2,9,16
416,416,2
2,5
272,272,5
6,9,15,23,24
192,192,6
6,11,15,18,23,24
512,512,7
5,6,7,11,12,18,24
144,144,7
4,5,6,11,12,18,24
384,384,8
4,5,6,11,12,17,18,24
400,400,10
2,3,4,5,6,10,11,12,18,24
400,400,10
1,2,3,7,8,9,13,14,15,19
112,112,7
1,2,7,13,14,19,20
192,192,5
1,13,15,19,20
144,144,4
1,2,9,20
144,144,4
9,12,15,16
80,80,4
1,5,9,15
48,48,4
3,5,10,15
272,272,1
5
144,144,2
4,15
272,272,2
5,10
464,464,2
15,21
544,544,1
24
544,544,1
10
544,544,1
10
304,304,1
3
352,352,2
1,16
112,112,2
1,16
96,96,3
1,7,12
176,176,5
1,13,17,18,24
448,448,5
1,13,16,18,24
352,352,4
1,16,17,18
208,208,5
1,7,12,16,24
192,192,4
1,13,17,24
112,112,4
1,7,13,16
144,144,4
13,16,17,24
368,368,3
12,13,24
0,0,3
12,17,24
144,144,4
9,12,18,24
224,224,4
1,5,12,23
288,288,4
1,12,19,24
0,0,2
1,7
368,368,5
5,6,12,18,24
400,400,9
4,5,6,10,11,15,16,21,22
400,400,10
1,2,3,7,8,9,11,13,14,15
368,368,9
1,2,3,7,8,13,14,19,24
336,336,8
1,2,7,8,9,13,14,19
512,512,8
1,2,7,8,9,13,15,24
528,528,7
1,2,7,13,15,16,19
240,240,6
1,7,8,13,15,20
240,240,6
6,9,11,15,16,20
528,528,6
4,8,9,11,15,24
544,544,4
1,4,9,15
496,496,3
8,9,16
496,496,2
1,8
288,288,1
15
464,464,1
9
176,176,1
24
0,0,2
13,24
560,560,2
19,24
224,224,1
24
192,192,2
19,24
16,16,3
3,12,24
96,96,4
1,2,16,22
96,96,3
1,3,19
224,224,2
2,14
144,144,3
1,12,19
16,16,2
2,19
96,96,2
1,19
560,560,2
2,19
96,96,1
1
528,528,2
2,17
512,512,1
16
144,144,1
21
144,144,1
20
544,544,1
12
336,336,1
1
336,336,2
12,21
336,336,4
6,12,17,21
512,512,6
6,11,12,17,18,24
96,96,7
