504,28
386,386,3
13,16,22
98,98,1
20
338,338,4
12,18,23,24
114,114,8
5,6,10,11,16,17,22,23
546,546,10
2,3,7,8,9,13,14,15,19,20
530,530,9
1,2,3,7,8,13,14,19,20
338,338,9
1,2,3,7,8,13,14,19,24
562,562,9
1,2,3,6,7,9,13,14,24
242,242,9
1,2,3,5,7,9,13,20,24
50,50,8
1,2,3,4,5,6,13,24
50,50,8
2,5,6,9,17,18,23,24
562,562,8
5,6,9,10,17,18,23,24
338,338,8
5,6,8,9,17,22,23,24
562,562,8
2,5,6,9,17,22,23,24
82,82,8
6,8,15,17,18,22,23,24
18,18,8
6,8,9,17,20,22,23,24
18,18,8
6,9,15,20,21,22,23,24
18,18,7
1,6,8,20,22,23,24
66,66,6
2,17,20,22,23,24
402,402,5
6,20,22,23,24
402,402,5
5,6,20,23,24
386,386,5
6,20,21,23,24
114,114,4
6,20,23,24
370,370,3
6,20,24
482,482,3
6,20,24
482,482,3
13,20,24
370,370,3
6,20,24
482,482,3
19,20,24
258,258,3
6,20,24
210,210,4
6,16,20,24
498,498,3
13,20,24
210,210,4
6,11,20,24
210,210,4
13,20,22,24
514,514,4
6,13,20,24
370,370,4
7,13,20,24
370,370,4
20,21,22,24
290,290,3
6,20,24
226,226,5
6,12,13,19,20
514,514,6
6,12,13,18,20,22
258,258,7
5,6,12,18,22,23,24
82,82,8
5,6,7,12,18,22,23,24
338,338,8
5,6,8,11,12,17,18,24
306,306,9
4,5,6,11,12,17,18,19,24
242,242,10
4,5,6,10,11,12,17,18,23,24
242,242,10
2,8,9,14,15,16,20,21,22,23
338,338,7
1,7,13,14,19,20,21
82,82,6
7,13,14,19,20,24
114,114,6
7,13,20,21,23,24
482,482,4
6,13,20,24
274,274,3
13,20,24
322,322,3
13,20,24
322,322,2
13,20
226,226,2
13,21
226,226,1
13
386,386,1
23
194,194,2
13,24
66,66,1
24
226,226,1
24
354,354,1
16
354,354,2
17,24
194,194,2
17,21
274,274,3
21,23,24
210,210,2
20,24
242,242,3
18,21,24
178,178,3
17,21,24
386,386,4
14,17,21,24
178,178,4
1,21,23,24
226,226,5
7,17,21,23,24
82,82,4
21,22,23,24
386,386,5
14,18,21,23,24
50,50,4
7,17,21,24
66,66,4
8,21,22,24
98,98,3
11,21,24
482,482,3
15,21,24
562,562,5
12,18,21,23,24
546,546,9
1,5,10,11,15,16,17,21,22
546,546,10
2,3,7,8,9,13,14,15,19,20
242,242,9
1,2,3,7,8,9,13,14,19
338,338,9
1,2,3,7,8,13,14,19,22
354,354,9
1,3,7,8,10,11,13,14,17
530,530,9
1,5,7,8,9,10,13,18,20
66,66,8
1,2,5,6,8,11,16,17
66,66,8
8,9,10,13,15,16,17,20
530,530,8
8,10,11,13,15,16,17,22
530,530,8
8,9,10,11,16,17,20,23
338,338,8
10,11,16,17,20,21,22,23
562,562,8
8,10,13,15,16,17,18,20
306,306,8
9,10,15,16,17,18,20,23
306,306,7
8,10,15,16,17,20,21
562,562,7
8,9,10,15,16,17,20
50,50,6
8,10,13,16,20,21
274,274,6
7,9,14,16,20,21
50,50,6
8,9,13,14,20,21
498,498,6
8,9,14,16,20,21
514,514,6
7,13,14,20,21,24
514,514,6
7,9,14,17,20,21
402,402,5
7,13,16,20,21
354,354,6
9,13,16,20,21,24
402,402,5
9,13,17,20,21
402,402,5
9,13,16,20,21
338,338,5
13,14,20,21,22
338,338,6
2,13,16,20,21,22
114,114,6
2,3,13,20,21,22
114,114,6
7,8,13,14,20,21
338,338,6
8,13,15,20,21,22
338,338,6
13,14,16,20,21,22
338,338,6
7,8,13,20,21,22
338,338,6
8,13,14,20,21,22
514,514,6
5,6,7,13,20,21
514,514,7
3,5,6,13,19,20,22
514,514,7
5,6,8,13,20,21,22
498,498,8
4,5,6,8,11,12,16,22
306,306,9
4,5,6,8,11,12,16,19,22
386,386,9
4,5,6,11,12,17,18,19,24
530,530,9
4,5,6,11,12,17,18,23,24
242,242,10
4,5,6,10,11,12,16,17,18,24
242,242,10
2,3,8,9,15,16,20,21,22,23
354,354,7
1,7,13,14,19,20,21
354,354,6
7,13,14,19,20,21
514,514,7
13,14,19,20,21,22,24
514,514,7
3,7,13,19,20,21,22
290,290,6
7,13,19,20,21,22
274,274,6
7,13,14,19,20,21
114,114,6
7,13,14,19,20,21
50,50,5
7,13,19,20,21
498,498,4
13,14,19,20
274,274,4
2,13,19,20
226,226,3
6,19,20
178,178,3
19,20,21
530,530,2
19,20
82,82,3
10,19,20
178,178,3
5,19,20
194,194,4
10,13,19,20
562,562,4
5,10,19,20
130,130,4
10,13,19,20
418,418,4
5,19,20,21
130,130,3
11,19,20
386,386,4
4,5,19,20
386,386,4
5,12,19,20
482,482,5
4,10,14,19,20
386,386,4
5,12,19,20
82,82,5
3,5,10,19,20
50,50,5
5,9,19,20,21
50,50,5
4,6,10,20,22
66,66,4
5,10,19,20
562,562,5
4,15,18,21,24
82,82,5
6,12,18,23,24
546,546,9
1,4,5,10,11,16,17,21,22
546,546,10
2,3,4,8,9,13,14,15,19,20
242,242,9
1,2,3,7,8,13,14,19,20
338,338,9
1,2,3,7,8,13,14,19,21
514,514,9
1,4,5,7,8,10,11,13,14
514,514,9
1,2,3,5,7,9,10,11,23
66,66,8
2,3,4,5,7,10,13,17
306,306,8
1,2,3,4,5,9,10,15
82,82,8
1,2,3,4,5,6,9,15
290,290,8
1,2,3,4,5,14,15,20
82,82,8
3,4,5,7,9,14,15,20
290,290,8
3,4,5,6,9,12,15,20
242,242,8
2,3,4,5,9,13,14,20
514,514,8
1,2,3,5,7,8,15,20
242,242,8
2,3,5,7,14,20,21,22
242,242,7
2,3,4,5,9,12,20
290,290,7
1,7,13,14,16,19,20
290,290,6
1,7,12,13,14,20
290,290,6
1,4,7,13,14,20
498,498,6
7,12,13,14,19,20
498,498,5
4,7,12,13,20
370,370,5
7,12,13,16,20
354,354,5
4,7,13,16,20
498,498,5
4,7,13,16,20
498,498,5
4,6,12,13,20
114,114,5
4,12,13,19,22
338,338,5
4,5,7,12,13
370,370,5
10,11,12,13,15
498,498,5
4,11,12,13,19
338,338,6
4,5,10,12,13,23
338,338,6
4,5,11,12,13,16
482,482,6
4,5,6,11,12,13
338,338,6
4,5,6,11,12,13
306,306,6
3,4,5,7,11,12
370,370,6
3,4,5,6,11,12
290,290,6
3,4,5,6,11,12
370,370,7
3,4,5,6,9,11,12
386,386,8
3,4,5,6,11,12,18,24
386,386,8
3,4,5,6,11,12,18,24
514,514,9
4,5,6,11,12,17,18,23,24
242,242,10
3,4,5,9,10,11,12,17,18,24
242,242,10
2,3,8,9,10,14,15,20,21,22
306,306,7
1,7,13,14,15,19,20
258,258,7
7,11,13,16,17,19,20
498,498,6
4,11,13,14,16,20
498,498,6
4,5,11,13,17,20
82,82,6
3,4,11,13,14,16
274,274,5
4,10,13,16,20
514,514,5
4,11,13,14,23
322,322,4
11,13,14,20
530,530,4
11,13,14,17
130,130,3
11,13,14
66,66,2
16,19
66,66,1
13
434,434,1
19
98,98,1
19
354,354,2
11,16
210,210,2
5,19
130,130,3
11,16,19
530,530,3
4,16,19
210,210,3
16,17,19
418,418,3
5,11,14
178,178,4
11,14,15,19
178,178,4
11,14,15,16
178,178,4
11,15,19,21
178,178,5
5,6,11,14,15
178,178,5
5,10,11,15,16
242,242,5
11,14,15,16,21
34,34,5
5,9,11,16,17
322,322,4
11,12,15,16
386,386,4
11,13,18,24
50,50,5
11,12,18,23,24
242,242,8
4,5,10,11,16,17,21,22
242,242,10
2,3,4,8,9,13,14,15,19,20
530,530,10
1,2,3,7,8,9,13,14,19,24
82,82,9
1,2,3,7,8,9,13,14,19
306,306,9
1,2,3,4,5,7,10,11,13
50,50,9
1,2,3,4,5,8,11,13,14
562,562,8
1,2,3,4,5,7,11,13
514,514,8
4,5,6,7,10,11,13,16
306,306,8
2,4,5,6,7,10,11,13
50,50,8
1,5,6,7,10,11,13,17
50,50,8
1,5,6,7,10,11,13,17
306,306,8
1,5,6,7,10,11,13,17
306,306,8
2,3,4,5,6,10,11,13
82,82,8
1,5,7,10,11,13,17,18
306,306,8
1,3,4,5,7,11,13,15
34,34,7
1,4,5,6,7,13,14
514,514,6
1,5,11,13,17,18
514,514,6
1,5,10,11,13,17
34,34,6
1,5,13,17,18,20
498,498,5
5,13,17,18,20
498,498,5
5,7,13,17,20
418,418,5
4,7,17,18,20
418,418,5
3,5,7,13,20
226,226,5
5,7,13,18,20
370,370,4
7,13,18,20
498,498,5
4,5,13,18,22
210,210,4
4,13,18,19
498,498,5
1,4,13,18,19
418,418,5
4,5,13,18,19
354,354,5
4,6,13,18,19
226,226,5
4,11,13,18,19
306,306,5
4,5,13,18,19
306,306,6
4,5,8,13,18,19
322,322,5
4,11,17,18,20
370,370,5
4,5,6,11,12
82,82,6
4,5,10,11,12,18
82,82,6
4,5,6,10,11,12
290,290,7
4,5,6,11,12,17,18
338,338,8
4,5,6,11,12,14,18,24
306,306,9
4,5,6,11,12,13,17,18,24
242,242,10
4,5,6,10,11,12,17,18,23,24
242,242,10
2,3,8,9,10,14,15,17,21,22
514,514,7
1,7,13,14,19,20,21
290,290,7
7,8,10,13,19,20,24
82,82,6
6,11,12,17,20,24
226,226,5
11,12,17,23,24
50,50,4
12,17,23,24
50,50,3
10,17,24
498,498,3
12,18,24
226,226,2
12,24
178,178,2
17,24
50,50,1
24
146,146,2
17,21
146,146,2
18,21
530,530,2
7,9
82,82,2
3,18
354,354,1
17
354,354,2
9,18
194,194,3
4,17,21
146,146,2
12,18
146,146,2
17,23
562,562,3
9,18,21
386,386,4
9,10,11,20
258,258,4
9,11,18,24
226,226,4
