504,28
551,551,7
1,2,7,8,13,19,24
39,39,6
1,2,7,8,13,19
327,327,5
1,2,7,8,19
87,87,4
1,2,7,8
311,311,4
1,2,7,14
119,119,3
1,9,10
87,87,3
8,9,10
343,343,2
5,10
215,215,1
9
487,487,2
16,17
135,135,1
16
151,151,2
16,24
167,167,3
16,20,24
375,375,4
16,17,22,23
519,519,3
22,23,24
71,71,6
15,16,17,22,23,24
551,551,5
15,16,17,22,23
311,311,4
16,17,23,24
39,39,4
17,22,23,24
87,87,4
8,17,22,24
535,535,3
17,22,24
199,199,2
22,23
39,39,1
6
407,407,6
5,6,8,10,11,12
455,455,8
4,5,6,8,9,11,12,17
455,455,8
4,5,6,10,11,12,17,24
471,471,9
4,5,6,10,11,12,17,18,24
439,439,10
1,2,3,4,8,9,10,11,16,17
327,327,7
1,7,8,13,14,19,20
295,295,3
7,13,19
23,23,2
8,19
311,311,2
8,19
23,23,1
19
503,503,1
19
151,151,1
3
135,135,1
20
391,391,1
24
215,215,1
21
503,503,1
24
391,391,2
5,21
519,519,2
21,24
39,39,3
18,21,24
375,375,3
17,18,24
199,199,3
18,21,24
535,535,4
20,21,23,24
183,183,4
18,21,23,24
247,247,2
20,21
183,183,4
18,20,21,24
7,7,5
17,18,20,21,24
199,199,3
17,18,21
279,279,4
17,18,21,24
423,423,3
17,18,21
535,535,4
17,18,20,24
407,407,4
17,18,21,24
199,199,3
18,21,24
87,87,2
20,24
535,535,3
17,18,24
535,535,3
18,20,24
535,535,3
18,20,21
471,471,3
17,20,21
55,55,3
17,21,24
375,375,5
14,17,18,21,24
55,55,4
8,20,21,24
423,423,4
17,18,21,24
215,215,6
16,18,21,22,23,24
439,439,4
18,21,22,24
199,199,6
16,17,18,21,22,23
567,567,2
18,24
39,39,7
5,6,11,12,17,22,23
263,263,10
1,3,4,8,9,14,15,19,20,21
263,263,9
1,2,3,4,7,8,13,14,19
247,247,8
1,2,3,7,8,13,14,19
551,551,7
1,2,7,8,13,14,19
247,247,6
1,2,7,8,13,19
23,23,5
1,2,7,13,19
343,343,4
1,7,8,13
119,119,3
5,7,8
119,119,3
7,8,9
567,567,1
8
487,487,1
17
503,503,2
17,18
135,135,2
16,17
199,199,3
12,15,17
519,519,5
11,15,16,17,24
375,375,5
12,15,17,18,24
7,7,3
12,16,24
71,71,7
11,12,15,16,17,18,21
71,71,7
6,12,15,16,17,21,24
55,55,7
3,12,15,16,17,18,21
71,71,6
12,15,16,17,21,22
55,55,6
10,12,16,17,18,24
279,279,4
16,17,18,23
183,183,3
17,18,22
503,503,2
16,17
231,231,1
13
551,551,5
1,5,6,11,12
359,359,7
3,4,5,6,10,11,12
407,407,8
5,6,11,12,17,18,20,24
279,279,10
4,5,6,10,11,12,17,18,19,24
439,439,10
1,2,3,8,9,14,15,21,22,23
471,471,7
1,7,13,14,18,19,20
551,551,3
13,15,19
567,567,1
8
55,55,1
6
87,87,2
6,18
39,39,3
6,18,24
567,567,3
6,18,24
391,391,4
6,10,18,24
519,519,6
5,6,9,10,17,22
55,55,5
5,6,10,16,17
55,55,6
5,6,9,10,16,20
471,471,6
5,6,9,10,16,21
7,7,6
5,6,9,10,15,16
279,279,3
6,9,10
455,455,7
5,6,9,10,15,16,17
423,423,7
5,6,9,10,12,15,16
263,263,6
5,6,9,10,15,21
263,263,8
3,5,6,9,10,15,21,22
39,39,9
5,6,9,10,15,16,19,21,24
55,55,8
6,9,10,15,16,17,18,24
407,407,10
5,6,9,10,15,16,18,19,21,24
55,55,9
6,9,10,14,15,18,21,23,24
87,87,9
6,9,10,15,16,17,18,21,24
391,391,9
5,6,15,17,18,21,22,23,24
87,87,7
5,6,10,15,16,18,24
391,391,8
5,6,10,15,16,17,18,24
359,359,5
5,6,10,15,18
375,375,9
3,4,5,6,10,15,18,19,24
231,231,8
3,4,5,9,15,17,18,24
231,231,8
3,5,6,9,15,16,18,24
359,359,9
3,4,5,6,9,10,18,19,24
199,199,6
5,10,15,18,21,24
215,215,8
4,5,6,9,10,15,18,24
215,215,8
3,5,6,9,10,15,16,24
471,471,8
3,4,5,10,15,17,18,24
471,471,9
3,5,6,9,15,18,22,23,24
311,311,8
3,5,6,15,16,17,18,24
151,151,9
3,5,10,15,16,17,18,23,24
151,151,10
2,3,4,5,6,15,16,17,18,19
471,471,2
6,24
247,247,7
5,6,11,12,14,17,22
263,263,10
3,4,8,9,10,14,15,19,20,24
263,263,9
1,2,3,7,8,13,14,16,19
279,279,8
1,2,3,7,8,13,14,19
263,263,7
1,2,7,8,13,15,19
471,471,5
1,3,7,8,13
359,359,3
1,7,13
7,7,1
1
551,551,1
8
7,7,1
23
71,71,2
5,11
199,199,4
5,20,21,23
567,567,5
10,14,18,23,24
343,343,5
5,6,13,21,22
183,183,6
4,5,6,11,21,22
343,343,7
4,5,10,15,20,21,22
343,343,7
1,2,3,4,5,21,22
343,343,8
3,5,11,13,14,18,20,21
55,55,8
3,5,8,15,18,20,21,22
55,55,8
1,2,7,8,11,12,20,21
551,551,7
1,5,7,8,15,21,22
263,263,7
2,4,7,8,10,12,13
263,263,7
2,3,4,7,8,17,18
311,311,6
3,4,6,18,23,24
71,71,5
4,6,12,23,24
7,7,5
8,18,22,23,24
199,199,2
17,22
23,23,5
4,5,6,11,12
423,423,7
4,5,6,10,11,12,18
359,359,8
4,5,6,10,11,12,18,24
279,279,9
4,5,6,10,11,12,17,18,24
439,439,10
1,2,7,8,9,14,15,16,21,22
423,423,6
7,13,14,19,20,21
343,343,2
13,19
567,567,3
5,6,18
39,39,4
5,15,18,24
551,551,4
4,6,18,24
567,567,5
5,6,12,18,24
167,167,5
4,5,18,22,24
71,71,4
1,5,18,24
567,567,7
1,4,5,6,18,19,24
535,535,5
1,4,6,7,24
39,39,5
1,5,7,18,24
183,183,5
1,5,6,7,24
7,7,6
1,2,4,5,7,24
279,279,4
1,2,4,24
71,71,6
1,3,5,7,18,24
23,23,7
1,3,5,7,17,18,24
439,439,8
2,3,7,12,17,18,23,24
279,279,8
3,5,7,17,18,21,23,24
423,423,9
1,5,7,10,12,15,18,23,24
263,263,9
3,5,7,9,15,18,19,23,24
247,247,9
3,5,7,10,15,18,20,23,24
247,247,9
1,5,7,9,15,16,18,23,24
87,87,9
1,5,7,9,15,18,22,23,24
391,391,9
1,2,5,7,9,15,18,23,24
87,87,7
1,2,3,5,7,18,24
391,391,9
1,2,5,7,8,9,18,19,24
359,359,5
1,7,18,23,24
375,375,9
1,2,7,8,9,17,18,19,24
231,231,8
1,2,8,9,17,18,23,24
231,231,8
2,7,8,9,10,18,23,24
359,359,9
2,7,8,9,17,18,19,23,24
199,199,6
2,8,9,18,22,24
215,215,9
1,2,8,9,17,18,19,23,24
343,343,9
1,2,9,15,17,18,19,23,24
183,183,8
1,2,8,9,12,18,23,24
471,471,10
2,6,9,12,17,18,19,21,23,24
167,167,9
2,8,9,12,16,17,18,23,24
167,167,10
2,6,8,12,16,17,18,21,23,24
151,151,10
1,2,6,7,8,12,16,17,18,23
375,375,1
24
39,39,6
6,11,12,17,18,23
263,263,10
3,8,11,14,15,16,19,20,21,22
7,7,9
1,2,3,4,7,8,13,19,20
279,279,8
1,2,3,7,8,13,14,19
23,23,7
1,2,5,7,8,14,19
39,39,6
1,2,7,8,14,19
87,87,5
1,2,7,13,19
295,295,3
1,7,13
39,39,4
1,7,9,19
71,71,2
7,8
359,359,1
1
423,423,2
2,24
327,327,3
11,18,24
327,327,1
14
167,167,3
18,22,24
391,391,5
6,11,17,18,24
279,279,5
16,17,18,23,24
343,343,7
6,12,16,18,22,23,24
279,279,7
6,12,16,18,22,23,24
551,551,7
6,12,16,17,18,23,24
55,55,7
6,11,12,17,18,23,24
343,343,6
8,11,12,17,18,24
311,311,2
10,18
551,551,4
2,18,23,24
199,199,3
17,18,23
215,215,1
19
23,23,4
2,3,4,21
535,535,5
4,5,10,12,19
359,359,7
4,5,6,10,11,12,17
359,359,8
4,5,6,10,11,12,18,19
279,279,9
5,6,11,12,16,17,18,23,24
439,439,10
2,9,11,15,16,17,21,22,23,24
375,375,7
7,8,13,14,19,20,21
423,423,3
13,19,20
391,391,1
19
407,407,1
19
87,87,1
18
567,567,2
18,20
135,135,1
12
343,343,2
3,12
167,167,2
12,24
407,407,2
16,18
407,407,2
12,24
87,87,2
3,6
471,471,2
3,12
87,87,3
12,18,24
551,551,3
3,12,18
183,183,4
12,14,18,24
183,183,4
12,13,18,24
87,87,3
6,12,24
567,567,2
12,24
391,391,2
12,18
439,439,2
20,24
7,7,1
24
231,231,1
24
343,343,2
6,24
535,535,1
24
551,551,1
4
503,503,1
19
7,7,1
19
551,551,1
19
39,39,1
19
503,503,1
19
327,327,1
19
503,503,1
19
247,247,1
19
503,503,1
19
391,391,2
23,24
231,231,2
18,24
391,391,3
3,18,24
471,471,3
8,18,23
503,503,3
12,18,24
23,23,7
5,10,11,16,17,22,23
279,279,10
2,3,6,8,9,13,14,15,19,20
279,279,9
1,2,3,7,8,13,14,19,20
263,263,8
1,2,3,7,8,13,14,19
279,279,7
1,2,3,7,8,13,19
247,247,6
1,2,3,7,8,13
39,39,5
1,3,7,9,13
439,439,5
4,9,10,13,24
551,551,4
9,10,13,19
71,71,2
10,13
119,119,2
9,10
71,71,2
2,10
71,71,1
10
295,295,1
4
503,503,1
22
391,391,2
17,18
279,279,3
5,17,23
327,327,1
22
407,407,2
16,17
183,183,2
18,22
407,407,1
22
359,359,1
22
535,535,1
16
535,535,1
22
423,423,2
4,13
231,231,3
4,5,6
359,359,4
4,5,10,13
455,455,7
3,4,5,6,10,11,14
471,471,8
3,4,5,6,10,11,12,18
455,455,9
3,4,5,6,10,11,12,18,20
439,439,10
3,4,5,6,10,11,12,18,19,24
439,439,10
2,3,8,9,11,15,16,22,23,24
263,263,8
1,7,13,14,15,18,19,20
391,391,4
7,13,14,19
391,391,4
8,13,14,19
359,359,4
2,13,14,19
359,359,3
2,13,19
359,359,3
2,13,19
391,391,3
11,13,19
391,391,3
10,13,19
151,151,2
10,19
503,503,2
10,19
503,503,2
10,19
519,519,2
10,19
519,519,2
10,19
135,135,2
10,14
471,471,1
6
359,359,1
19
167,167,1
19
487,487,1
6
359,359,1
4
359,359,1
19
535,535,1
24
439,439,1
1
535,535,1
24
39,39,1
24
39,39,1
24
487,487,1
24
423,423,2
22,24
551,551,1
24
263,263,1
24
87,87,1
22
7,7,1
6
87,87,1
6
375,375,1
6
535,535,1
24
487,487,1
20
423,423,2
17,24
567,567,2
21,24
551,551,2
21,24
471,471,2
20,21
391,391,3
12,18,24
23,23,8
5,6,8,11,16,17,22,23
279,279,10
2,3,6,8,9,14,15,19,20,21
279,279,9
1,2,3,7,8,13,14,19,20
263,263,8
1,2,3,7,8,13,14,19
455,455,7
1,2,3,7,8,13,14
471,471,6
1,2,7,8,9,13
39,39,5
1,2,7,9,13
7,7,5
1,7,8,13,14
39,39,5
7,8,9,13,14
39,39,4
7,8,9,14
119,119,4
9,10,13,14
39,39,4
7,8,13,14
439,439,4
1,7,10,13
135,135,3
10,13,22
215,215,2
8,10
151,151,2
5,8
407,407,1
8
375,375,1
10
167,167,1
16
263,263,2
17,24
87,87,3
17,18,24
535,535,3
15,17,18
311,311,2
18,23
519,519,2
18,23
295,295,1
10
343,343,1
8
23,23,3
6,11,12
375,375,6
4,5,6,10,11,12
471,471,8
3,4,5,6,10,11,12,18
471,471,9
4,5,6,11,12,17,18,21,24
455,455,10
3,4,5,6,11,12,18,19,23,24
279,279,10
1,2,3,4,8,10,11,17,22,23
471,471,8
1,7,8,13,14,18,19,20
343,343,3
7,13,19
311,311,3
1,8,13
423,423,2
10,13
503,503,1
13
71,71,1
13
23,23,1
13
151,151,1
13
71,71,1
24
7,7,1
24
167,167,1
24
87,87,2
18,24
487,487,1
24
535,535,2
20,24
359,359,3
12,18,24
519,519,3
16,17,24
519,519,3
17,21,24
455,455,3
18,21,24
183,183,4
17,18,20,24
183,183,4
17,18,21,24
183,183,4
17,18,21,24
567,567,4
18,20,21,24
183,183,4
18,20,21,24
183,183,4
17,18,21,24
55,55,4
6,18,21,24
407,407,4
18,20,21,24
567,567,4
18,20,21,24
391,391,3
18,21,24
567,567,4
18,20,21,24
247,247,3
18,21,24
519,519,3
18,20,24
375,375,3
18,20,24
423,423,4
18,20,21,24
231,231,5
10,18,20,21,24
359,359,5
18,20,21,23,24
455,455,5
18,21,22,23,24
151,151,3
9,18,24
199,199,7
9,16,17,18,21,22,24
183,183,8
9,12,14,16,17,18,21,23
551,551,2
18,24
263,263,7
5,6,11,16,17,22,23
279,279,10
1,3,4,8,9,13,14,15,19,20
279,279,9
1,2,3,4,7,8,13,14,19
23,23,8
1,2,3,7,8,13,14,19
231,231,6
1,2,7,8,13,19
87,87,6
1,2,7,8,13,19
