504,28
308,308,4
2,4,5,12
4,4,3
1,2,6
4,4,3
4,6,12
4,4,3
2,4,6
4,4,3
1,4,6
436,436,3
4,6,11
4,4,3
2,5,6
4,4,3
2,4,6
4,4,3
4,5,6
484,484,3
2,4,6
4,4,3
2,4,6
308,308,2
1,6
308,308,2
2,6
308,308,2
1,4
308,308,2
1,6
196,196,3
1,6,7
196,196,3
1,4,6
276,276,3
1,4,21
500,500,3
1,2,7
500,500,3
1,4,12
4,4,3
8,14,23
404,404,1
8
116,116,3
12,18,24
548,548,6
6,11,12,17,22,23
532,532,9
4,5,10,14,15,16,20,21,22
532,532,10
3,4,8,9,13,14,15,19,20,24
516,516,9
1,2,3,7,8,13,14,19,20
532,532,9
1,2,3,7,8,13,14,19,24
532,532,8
1,2,3,7,8,13,14,19
244,244,8
1,2,7,8,9,13,14,19
340,340,7
1,2,7,9,13,18,19
436,436,5
1,2,8,9,13
452,452,4
1,2,4,9
500,500,3
9,16,19
420,420,2
16,17
500,500,2
16,17
292,292,3
3,4,15
404,404,1
16
68,68,1
23
260,260,1
17
20,20,2
6,17
20,20,2
3,6
500,500,3
5,6,12
372,372,5
4,5,6,12,18
388,388,7
1,4,5,6,11,12,18
340,340,7
4,5,6,10,11,12,18
532,532,9
3,4,5,6,11,12,17,18,24
532,532,10
3,4,9,10,11,15,16,17,18,24
532,532,10
2,5,8,9,15,16,17,22,23,24
548,548,8
7,8,13,14,15,20,21,22
244,244,6
7,13,14,19,20,21
132,132,4
7,13,19,20
500,500,3
7,13,19
500,500,2
13,19
436,436,1
13
436,436,1
2
180,180,1
24
180,180,1
3
180,180,1
21
452,452,1
3
36,36,2
5,20
148,148,2
7,20
52,52,2
5,21
500,500,2
5,17
452,452,3
2,5,22
404,404,4
1,5,16,21
404,404,4
2,5,16,17
404,404,4
5,7,16,21
420,420,4
1,16,17,19
404,404,4
5,10,16,24
468,468,4
1,5,7,17
324,324,2
12,17
452,452,4
1,17,22,24
100,100,4
12,17,18,22
84,84,3
18,22,24
276,276,4
18,22,23,24
308,308,4
8,18,22,24
308,308,4
14,18,20,24
84,84,3
9,23,24
292,292,4
3,18,23,24
132,132,5
8,9,18,23,24
116,116,4
8,15,23,24
420,420,4
8,15,23,24
404,404,5
1,8,16,23,24
404,404,4
9,12,22,24
404,404,4
15,22,23,24
116,116,3
9,15,24
260,260,3
14,15,24
260,260,3
15,21,24
260,260,3
16,23,24
324,324,4
15,16,21,22
100,100,6
5,15,16,21,22,23
308,308,4
15,16,21,23
420,420,1
24
388,388,4
12,18,22,24
548,548,6
6,11,12,17,22,23
516,516,9
4,5,6,10,11,15,16,21,22
532,532,10
3,4,8,9,10,13,14,17,19,20
516,516,10
1,2,3,7,8,13,14,19,20,24
532,532,9
1,2,7,8,9,13,14,19,24
532,532,9
1,2,3,7,8,11,13,14,19
244,244,8
1,2,3,7,13,14,19,24
388,388,6
1,2,4,7,13,19
372,372,5
1,3,4,7,19
308,308,3
4,10,13
420,420,2
4,10
292,292,2
4,14
484,484,2
4,14
484,484,3
2,3,10
404,404,1
6
404,404,1
6
52,52,1
10
484,484,2
3,10
484,484,2
3,6
132,132,4
5,6,12,15
292,292,5
4,5,6,12,18
388,388,6
4,5,6,11,12,18
244,244,7
4,5,6,11,12,17,18
532,532,9
3,4,5,6,10,11,12,17,18
532,532,10
3,4,10,11,12,17,18,20,23,24
516,516,10
2,9,10,13,15,16,17,22,23,24
244,244,8
7,8,13,14,15,20,21,22
228,228,6
7,13,14,19,20,21
292,292,4
7,13,19,20
468,468,2
19,20
484,484,1
19
116,116,2
8,13
4,4,2
8,13
372,372,3
5,7,8
4,4,2
7,21
452,452,2
7,8
484,484,2
15,21
420,420,4
8,13,18,21
52,52,3
7,13,21
452,452,3
2,15,24
228,228,4
4,8,13,20
164,164,4
8,13,14,20
164,164,4
2,8,13,14
100,100,4
8,13,14,16
324,324,4
8,13,14,16
84,84,3
7,13,14
468,468,5
4,7,13,14,24
468,468,4
1,7,13,14
100,100,4
1,7,13,14
308,308,6
1,7,10,13,14,21
308,308,5
1,7,9,14,15
308,308,5
1,7,10,13,14
436,436,4
1,7,14,15
292,292,5
1,7,14,15,16
212,212,5
1,6,7,13,14
292,292,5
1,7,8,13,14
132,132,6
1,2,7,10,13,14
132,132,6
2,6,7,8,13,14
148,148,6
1,7,10,13,14,16
484,484,6
7,8,13,14,15,18
356,356,4
7,8,13,14
100,100,7
2,7,8,13,14,15,23
180,180,7
1,2,3,7,8,13,14
180,180,7
2,7,8,13,14,15,16
340,340,6
2,7,8,10,13,14
180,180,7
2,7,8,13,14,15,16
180,180,7
2,7,8,13,14,16,17
180,180,7
2,7,8,10,13,14,15
484,484,6
2,7,8,13,15,16
84,84,7
2,7,8,9,13,14,15
340,340,4
7,8,13,14
260,260,3
11,18,24
436,436,6
6,10,11,12,17,23
532,532,9
4,5,8,10,11,15,16,20,21
532,532,10
3,4,8,9,13,14,15,18,19,20
516,516,9
1,2,7,8,9,13,14,19,20
532,532,9
1,2,3,4,7,9,13,14,20
532,532,9
1,2,7,8,10,13,14,19,20
244,244,7
1,2,7,13,14,19,20
372,372,5
1,2,7,14,20
356,356,4
1,2,7,14
404,404,2
1,2
484,484,1
15
196,196,2
9,15
68,68,2
3,15
20,20,4
5,7,12,23
36,36,2
3,15
4,4,3
3,15,16
132,132,2
3,15
484,484,1
3
52,52,1
12
308,308,4
1,5,6,12
228,228,6
3,5,6,11,12,18
228,228,7
4,5,6,11,12,18,22
372,372,7
4,5,6,10,11,12,18
532,532,9
3,4,5,6,10,11,12,17,18
516,516,10
3,4,9,10,11,16,17,18,23,24
516,516,10
2,4,9,14,16,17,21,22,23,24
244,244,8
5,7,13,14,15,20,21,22
228,228,5
13,14,19,20,21
260,260,3
13,19,20
436,436,1
19
116,116,1
5
452,452,1
5
452,452,1
4
372,372,2
4,5
484,484,2
5,11
484,484,2
5,11
196,196,1
5
36,36,2
5,11
420,420,2
5,11
420,420,2
5,11
452,452,2
5,17
404,404,2
11,17
404,404,2
6,11
68,68,3
5,6,14
68,68,3
11,12,13
68,68,2
6,12
68,68,2
6,12
68,68,2
6,12
340,340,3
6,12,18
340,340,3
12,18,21
452,452,3
12,23,24
340,340,3
3,12,16
276,276,3
12,18,21
484,484,3
12,16,18
340,340,2
12,18
484,484,3
12,18,22
484,484,3
18,22,23
68,68,2
18,22
484,484,3
4,12,22
308,308,2
12,22
308,308,2
23,24
308,308,2
23,24
68,68,1
21
148,148,1
12
148,148,1
20
148,148,1
22
292,292,1
9
116,116,1
24
292,292,1
7
356,356,1
15
276,276,2
18,24
372,372,4
6,12,18,24
244,244,6
5,6,11,12,17,23
516,516,9
4,5,9,10,11,15,16,21,22
532,532,10
3,4,8,9,13,14,15,19,20,24
516,516,9
1,2,3,7,8,13,14,15,19
532,532,9
1,2,3,7,8,10,13,14,19
532,532,9
1,2,3,7,8,9,13,14,19
532,532,9
1,2,7,8,13,14,15,19,20
228,228,8
1,7,8,9,13,14,19,23
388,388,7
1,6,7,8,13,19,20
324,324,5
1,10,18,19,20
308,308,4
4,10,11,18
404,404,4
4,8,10,11
484,484,4
3,10,11,16
292,292,5
4,10,12,17,20
356,356,4
5,10,11,15
324,324,4
4,5,10,11
484,484,3
4,10,11
324,324,4
4,5,10,11
356,356,4
4,5,6,11
356,356,5
