504,27
165,165,4
3,4,13,19
170,170,2
4,19
149,149,5
3,4,15,19,20
156,156,4
3,4,15,19
151,151,3
12,17,18
145,145,8
3,5,10,11,12,17,21,22
152,152,8
1,2,7,8,13,14,19,20
175,175,5
1,2,7,13,19
150,150,4
1,2,7,13
165,165,3
1,7,12
149,149,3
10,12,13
149,149,3
5,11,12
174,174,2
11,12
147,147,2
11,12
174,174,2
11,12
149,149,3
11,12,17
156,156,3
11,12,18
156,156,3
11,12,17
146,146,2
12,17
147,147,4
11,12,17,22
150,150,3
12,17,18
158,158,3
12,17,18
154,154,3
11,12,17
149,149,4
10,11,12,17
154,154,3
11,12,18
156,156,4
11,12,18,21
178,178,2
11,12
145,145,2
12,22
149,149,2
11,12
149,149,1
12
173,173,1
23
156,156,1
4
172,172,2
3,22
170,170,1
20
163,163,1
4
155,155,1
13
152,152,1
18
146,146,1
20
162,162,1
15
174,174,1
15
174,174,1
12
144,144,1
12
174,174,2
11,12
175,175,5
5,6,11,12,23
156,156,6
5,6,11,12,17,18
148,148,7
5,6,11,12,17,18,24
151,151,9
4,5,10,11,12,16,17,18,24
159,159,9
7,8,9,13,14,15,16,21,22
167,167,7
4,13,14,15,16,19,20
157,157,5
11,12,16,17,19
148,148,4
11,12,16,17
156,156,3
11,12,17
157,157,3
11,12,17
148,148,3
11,12,18
167,167,3
10,11,12
156,156,3
12,16,17
156,156,3
12,17,24
178,178,3
12,16,17
178,178,3
11,12,17
158,158,3
11,12,17
158,158,3
11,12,17
158,158,3
11,12,22
173,173,2
12,16
173,173,2
11,12
148,148,3
12,22,23
148,148,3
12,16,22
146,146,2
12,22
168,168,2
10,12
163,163,1
22
163,163,1
10
175,175,4
2,3,19,20
160,160,4
2,3,19,20
166,166,4
2,3,19,20
157,157,4
3,4,19,20
162,162,2
19,20
156,156,4
3,4,19,20
151,151,3
12,18,24
145,145,8
4,5,9,10,11,15,16,22
152,152,7
1,2,3,7,8,13,19
175,175,5
1,2,7,8,13
150,150,4
1,2,7,13
148,148,4
1,7,8,24
179,179,3
7,8,14
158,158,3
7,8,18
177,177,3
12,17,24
149,149,3
9,12,17
149,149,3
17,18,22
167,167,4
12,17,22,23
167,167,4
12,17,18,23
149,149,4
12,17,18,23
150,150,4
11,12,23,24
158,158,4
11,12,23,24
150,150,3
12,23,24
156,156,4
11,12,23,24
154,154,4
12,16,23,24
149,149,3
12,23,24
176,176,3
12,23,24
176,176,3
12,23,24
144,144,2
12,23
155,155,2
12,23
162,162,1
23
163,163,1
24
165,165,1
20
156,156,1
4
173,173,1
4
172,172,1
4
170,170,1
4
162,162,1
23
170,170,1
4
146,146,1
23
179,179,1
11
174,174,1
12
174,174,1
12
174,174,2
12,23
174,174,3
3,11,12
149,149,5
6,12,17,18,23
175,175,6
6,11,12,17,18,24
167,167,7
5,6,11,12,17,18,24
159,159,9
4,5,10,11,12,16,18,23,24
151,151,9
1,2,8,14,15,16,21,22,23
156,156,6
13,14,19,20,21,22
167,167,5
12,16,19,22,23
158,158,4
12,16,22,23
158,158,4
12,16,22,23
158,158,4
11,12,16,23
179,179,3
12,16,23
144,144,3
12,16,23
167,167,3
11,12,23
167,167,3
6,12,23
156,156,2
12,23
156,156,2
12,23
167,167,2
12,23
167,167,2
12,23
178,178,2
12,16
156,156,2
12,23
168,168,2
12,23
177,177,2
12,16
173,173,1
12
153,153,1
12
162,162,1
19
152,152,2
4,11
160,160,3
2,3,4
156,156,3
3,4,7
158,158,5
2,3,4,7,9
165,165,5
2,3,4,7,13
172,172,5
1,2,3,4,17
164,164,5
1,2,3,4,7
156,156,5
1,2,3,4,22
159,159,3
10,12,23
176,176,7
