504,26
33,33,3
15,22,23
15,15,3
4,10,11
15,15,3
4,5,22
27,27,4
2,4,5,10
15,15,3
4,5,15
12,12,3
5,10,15
12,12,3
6,10,15
28,28,3
5,10,15
28,28,3
4,5,10
2,2,3
4,5,21
2,2,3
15,16,21
3,3,3
4,5,21
27,27,4
4,17,20,21
35,35,5
4,5,11,15,20
22,22,2
15,21
6,6,2
15,20
16,16,3
12,18,24
32,32,8
5,6,8,11,16,17,22,23
19,19,10
2,3,4,8,9,14,15,19,20,21
32,32,9
1,2,3,7,8,13,14,19,24
10,10,7
1,2,3,7,8,13,19
9,9,7
1,2,7,8,13,16,19
3,3,5
1,7,8,12,19
31,31,1
7
7,7,3
2,10,12
10,10,3
3,12,18
4,4,7
3,4,5,10,12,15,18
17,17,7
4,5,10,12,15,17,21
32,32,8
4,5,6,10,11,15,20,21
9,9,9
4,5,6,10,11,12,15,16,21
24,24,8
4,5,10,11,12,15,16,21
24,24,7
4,5,6,10,11,16,21
24,24,7
4,5,6,10,11,12,16
24,24,6
4,5,6,10,11,22
10,10,6
5,6,10,11,16,24
10,10,5
5,6,10,16,17
1,1,6
6,10,11,14,16,17
16,16,5
5,10,17,20,22
16,16,4
5,11,16,17
6,6,4
5,10,11,17
1,1,5
5,6,7,10,22
8,8,4
4,5,10,21
31,31,4
5,10,15,16
31,31,6
4,5,10,12,15,21
14,14,6
4,5,10,15,16,21
6,6,8
4,5,10,14,15,16,21,23
2,2,1
15
24,24,3
6,12,24
16,16,5
5,6,12,18,24
26,26,6
5,6,11,12,18,24
17,17,8
4,5,11,12,17,18,23,24
18,18,8
2,3,8,9,15,21,22,23
17,17,5
7,13,14,19,20
26,26,2
13,19
10,10,6
4,5,10,11,16,18
18,18,6
4,5,10,11,16,21
26,26,7
3,4,5,11,12,13,21
2,2,7
1,4,5,10,11,16,21
18,18,8
3,4,5,8,10,11,12,21
9,9,9
3,4,5,11,12,16,17,21,22
33,33,8
3,4,5,11,12,16,21,22
25,25,9
3,4,5,11,12,14,16,21,22
33,33,8
3,4,6,11,12,16,17,21
33,33,5
3,4,5,16,21
33,33,5
5,6,16,21,22
0,0,5
5,14,16,21,22
6,6,4
6,16,21,22
0,0,4
6,16,21,22
34,34,4
6,18,21,22
34,34,4
6,12,21,22
16,16,2
6,22
35,35,3
6,12,22
3,3,3
6,12,22
3,3,3
6,12,22
10,10,2
6,22
8,8,2
6,22
8,8,2
6,22
4,4,3
6,11,22
8,8,2
6,12
9,9,2
6,22
4,4,3
4,6,19
10,10,3
6,12,14
16,16,2
6,12
17,17,2
6,12
3,3,3
6,12,18
34,34,4
5,6,12,19
2,2,4
6,12,16,18
5,5,4
6,10,12,17
0,0,3
12,18,24
12,12,7
5,6,11,12,16,17,22
20,20,10
3,4,8,9,14,15,16,19,20,21
19,19,8
1,2,3,7,8,13,14,19
9,9,7
1,2,7,8,13,14,19
33,33,7
1,2,3,7,13,19,24
10,10,5
1,3,7,13,19
1,1,3
1,2,7
21,21,1
22
28,28,3
6,11,12
12,12,5
2,5,6,11,12
11,11,6
2,3,5,6,11,12
24,24,5
4,5,6,11,18
25,25,7
3,4,5,6,10,12,15
0,0,6
3,4,5,6,9,11
17,17,7
3,4,5,6,9,10,18
17,17,6
3,4,5,6,10,15
17,17,6
4,5,6,10,15,22
18,18,5
5,6,10,17,18
18,18,5
5,6,10,15,17
6,6,5
2,5,6,10,17
6,6,4
4,5,6,10
2,2,4
5,6,10,22
7,7,3
5,6,10
17,17,4
4,5,6,10
15,15,3
5,6,10
2,2,4
4,5,6,10
5,5,5
4,5,6,10,15
4,4,3
3,4,5
23,23,7
2,3,4,5,9,14,21
11,11,1
9
34,34,3
6,12,18
28,28,5
5,6,12,18,24
32,32,6
5,6,11,12,18,24
0,0,8
5,6,11,12,17,18,23,24
8,8,8
2,3,9,15,16,21,22,23
25,25,5
7,13,14,19,20
15,15,3
7,13,19
26,26,2
12,18
1,1,6
4,5,6,12,13,18
1,1,7
1,2,5,12,17,18,22
17,17,6
4,5,6,12,16,18
0,0,7
4,5,6,12,17,18,19
33,33,7
4,5,6,12,18,21,24
34,34,6
5,6,12,15,17,18
24,24,7
5,6,12,18,20,21,22
32,32,8
3,5,6,10,12,13,18,20
0,0,5
5,6,12,20,21
33,33,5
5,6,7,12,22
8,8,5
2,6,12,18,22
33,33,3
5,6,12
3,3,4
3,5,6,12
3,3,4
11,12,20,22
3,3,4
11,12,20,22
8,8,3
12,19,20
6,6,3
5,12,23
8,8,3
12,20,22
8,8,3
6,12,20
2,2,3
6,12,19
8,8,3
6,12,20
3,3,4
1,6,12,20
6,6,4
5,6,20,22
6,6,4
2,6,12,20
6,6,4
6,9,19,20
11,11,3
6,12,20
2,2,4
5,6,12,18
3,3,4
4,6,7,20
2,2,4
4,6,11,22
8,8,4
5,6,8,20
4,4,5
5,6,11,20,24
0,0,4
5,6,11,20
22,22,6
4,5,6,11,13,20
35,35,3
18,23,24
27,27,7
5,6,11,12,16,17,22
20,20,10
3,4,8,9,10,12,14,15,19,20
27,27,8
1,2,3,7,8,13,14,19
9,9,7
1,2,7,8,13,14,19
19,19,7
1,2,7,8,12,13,19
8,8,5
1,2,7,13,19
16,16,3
1,2,7
21,21,1
12
6,6,2
5,11
27,27,6
5,6,10,11,18,24
34,34,6
1,5,6,10,11,18
1,1,4
1,5,10,11
33,33,7
1,5,8,10,15,18,19
2,2,7
1,4,8,10,11,15,21
2,2,7
1,3,4,10,15,17,21
32,32,7
1,4,5,10,18,21,24
24,24,6
4,5,10,15,21,22
17,17,5
4,10,15,20,21
17,17,5
5,10,15,21,22
1,1,5
1,5,10,21,22
32,32,5
2,5,15,21,22
32,32,4
1,5,10,21
1,1,4
1,11,21,22
1,1,3
1,15,21
5,5,3
1,16,21
5,5,3
1,2,21
16,16,4
1,2,20,21
16,16,4
1,2,18,20
