504,29
82,82,6
5,6,11,12,17,18
82,82,4
5,11,18,24
91,91,4
2,5,11,24
91,91,4
5,11,13,18
91,91,3
5,11,18
91,91,3
5,11,18
75,75,3
5,11,18
73,73,3
5,11,18
73,73,3
5,7,11
72,72,1
11
92,92,3
3,5,19
107,107,6
3,4,5,6,13,22
106,106,7
3,4,5,6,12,13,22
100,100,1
24
83,83,8
6,7,12,16,17,22,23,24
88,88,10
3,4,9,10,14,15,16,19,20,21
89,89,9
1,2,3,7,8,9,13,14,19
81,81,8
1,2,3,7,8,13,14,19
74,74,8
1,2,5,7,8,13,14,15
105,105,6
1,2,7,8,13,19
102,102,5
1,2,7,13,14
96,96,4
1,4,5,6
79,79,2
5,6
100,100,1
6
102,102,1
17
100,100,1
13
90,90,1
7
77,77,1
21
86,86,1
5
76,76,1
22
75,75,2
11,22
94,94,3
5,10,11
74,74,4
5,10,11,24
96,96,4
5,10,11,22
91,91,4
4,5,10,22
91,91,4
4,10,16,22
75,75,3
9,10,11
73,73,3
2,10,11
77,77,3
9,10,11
74,74,3
10,11,22
76,76,3
10,11,21
77,77,2
10,11
101,101,2
10,11
102,102,2
10,11
74,74,3
10,11,22
74,74,3
10,11,22
75,75,4
3,10,11,22
81,81,5
3,10,11,18,22
83,83,5
3,10,11,14,22
83,83,5
6,10,11,18,22
73,73,5
4,10,11,18,22
74,74,5
5,6,10,11,22
97,97,5
5,6,10,11,22
73,73,5
3,5,6,10,11
74,74,5
4,5,6,11,12
90,90,7
5,6,11,12,18,23,24
80,80,8
2,5,6,11,12,17,18,24
105,105,9
5,6,10,11,12,17,18,19,24
105,105,10
4,10,11,12,17,18,19,22,23,24
88,88,9
1,2,7,8,9,14,15,21,22
106,106,6
7,8,13,19,20,21
79,79,4
7,13,19,20
87,87,4
8,19,23,24
104,104,3
11,12,17
101,101,3
11,12,17
103,103,3
11,12,17
106,106,4
11,12,16,17
79,79,4
6,11,12,17
86,86,4
5,11,12,17
97,97,4
5,11,12,17
83,83,4
5,11,12,17
82,82,4
5,11,12,17
83,83,4
5,11,12,17
89,89,4
5,6,11,12
89,89,4
5,6,11,12
79,79,4
5,6,11,12
83,83,4
5,6,11,12
83,83,4
5,6,11,12
79,79,4
5,6,11,12
86,86,4
5,6,11,17
81,81,3
5,11,12
85,85,2
5,20
96,96,3
3,4,14
100,100,6
3,4,6,11,13,14
95,95,6
3,4,9,11,14,16
101,101,2
18,24
74,74,8
6,7,12,16,17,22,23,24
89,89,10
3,4,8,9,10,14,15,16,20,21
82,82,9
1,2,3,7,8,9,13,14,19
82,82,8
1,2,3,7,8,13,14,19
73,73,8
1,2,5,7,8,13,14,19
103,103,6
1,2,7,12,13,19
105,105,5
1,2,6,7,12
97,97,3
12,18,23
94,94,2
6,24
77,77,1
5
93,93,1
5
93,93,1
17
99,99,1
12
76,76,1
18
78,78,1
18
79,79,1
18
97,97,1
18
79,79,2
10,18
81,81,3
10,18,24
73,73,3
10,12,18
79,79,3
17,18,22
78,78,3
6,18,22
74,74,3
11,18,22
102,102,3
18,22,23
74,74,2
9,23
77,77,3
18,22,23
72,72,3
3,22,23
77,77,2
22,23
74,74,3
10,22,23
74,74,3
18,22,23
102,102,3
17,22,23
74,74,3
18,22,23
74,74,3
10,18,22
106,106,3
10,18,22
72,72,3
12,18,22
74,74,4
9,18,22,23
106,106,4
11,18,22,23
74,74,4
11,18,22,23
75,75,4
11,18,22,23
106,106,5
2,6,18,22,23
106,106,5
5,6,12,18,23
88,88,7
5,6,12,17,18,23,24
103,103,8
4,5,6,11,12,17,18,24
103,103,9
4,5,6,11,12,17,18,19,24
89,89,10
4,10,11,14,16,17,18,22,23,24
103,103,9
1,2,8,9,14,15,16,21,22
78,78,6
7,13,14,19,20,21
87,87,4
7,13,19,20
95,95,4
14,18,19,24
105,105,3
12,17,18
95,95,3
12,17,18
87,87,3
6,12,17
96,96,3
6,12,17
87,87,3
6,12,17
104,104,3
6,12,17
86,86,3
6,12,17
90,90,3
6,12,17
86,86,3
6,12,17
91,91,3
6,12,17
86,86,3
6,12,17
74,74,3
6,12,18
74,74,3
6,12,18
74,74,3
6,12,18
81,81,3
6,12,18
91,91,3
6,12,18
104,104,3
6,12,20
75,75,2
6,12
97,97,1
24
96,96,2
3,4
100,100,5
2,3,4,5,6
95,95,7
2,3,4,5,6,18,22
100,100,1
24
80,80,7
11,16,17,18,22,23,24
90,90,10
3,4,8,9,10,14,15,16,20,21
82,82,9
1,2,3,7,8,9,13,14,19
80,80,8
1,2,3,7,8,13,14,19
81,81,8
1,2,7,8,10,13,14,19
89,89,7
1,2,7,8,10,13,20
102,102,3
1,7,13
99,99,3
10,13,17
78,78,1
10
93,93,1
2
85,85,1
2
76,76,1
11
76,76,1
22
89,89,1
8
87,87,1
13
94,94,1
23
73,73,1
4
89,89,2
1,18
105,105,2
10,18
105,105,2
10,18
91,91,3
10,18,22
76,76,3
10,18,21
75,75,3
10,16,18
76,76,3
9,10,18
74,74,3
9,10,18
74,74,3
2,10,18
78,78,2
10,18
86,86,1
18
86,86,1
18
75,75,3
10,16,18
77,77,2
10,18
91,91,3
10,18,21
76,76,2
17,18
76,76,2
17,18
91,91,3
10,17,18
99,99,3
10,17,18
91,91,3
10,17,18
74,74,4
10,17,18,24
74,74,5
8,11,17,18,24
75,75,5
6,17,18,20,24
104,104,5
6,11,12,18,24
73,73,7
5,6,11,12,17,18,24
90,90,8
5,6,11,12,16,17,18,24
80,80,9
4,5,6,11,12,17,18,20,24
80,80,10
3,9,10,11,16,17,18,19,23,24
80,80,9
1,2,8,9,14,15,16,21,22
78,78,6
7,8,13,14,19,20
107,107,4
7,13,19,20
95,95,4
15,17,19,24
85,85,3
16,17,24
75,75,1
24
106,106,1
24
107,107,2
17,24
74,74,2
17,24
105,105,2
17,18
74,74,2
15,18
87,87,2
17,18
89,89,3
17,18,24
89,89,3
15,18,24
89,89,3
17,18,24
88,88,3
18,23,24
88,88,3
18,23,24
74,74,3
16,17,24
73,73,2
17,24
83,83,2
23,24
81,81,2
23,24
75,75,2
18,24
96,96,1
24
103,103,1
24
100,100,4
