504,28
452,452,4
12,22,23,24
453,453,8
1,17,18,20,21,22,23,24
460,460,9
9,10,14,15,16,19,20,21,22
461,461,8
3,4,9,13,14,15,19,20
447,447,6
1,2,3,7,13,15
447,447,4
1,2,7,13
447,447,4
1,3,13,19
460,460,4
1,3,10,14
464,464,3
1,13,19
455,455,3
1,3,19
443,443,3
3,14,19
457,457,3
3,14,19
443,443,3
3,14,19
443,443,3
1,3,19
457,457,3
3,9,19
447,447,3
3,14,19
457,457,3
1,3,19
464,464,3
3,9,19
443,443,2
3,19
436,436,3
3,9,19
436,436,2
3,19
443,443,2
3,19
447,447,2
3,9
452,452,3
3,9,20
452,452,3
3,19,21
436,436,2
3,19
436,436,2
3,19
438,438,2
19,20
459,459,1
9
463,463,1
4
445,445,1
19
445,445,4
13,19,20,21
447,447,9
1,2,8,9,14,15,16,19,22
454,454,10
2,3,4,5,6,9,10,12,18,19
454,454,8
2,3,4,5,6,11,12,18
466,466,3
5,6,12
460,460,1
18
451,451,2
9,20
433,433,2
2,13
463,463,1
8
451,451,2
2,22
444,444,1
1
449,449,1
5
448,448,2
9,12
453,453,2
11,12
464,464,3
4,5,17
460,460,5
2,6,12,20,21
460,460,6
6,9,12,18,21,22
463,463,5
3,9,12,21,22
467,467,5
3,6,20,21,22
465,465,5
3,6,14,20,21
439,439,4
4,9,20,21
452,452,4
1,9,20,21
457,457,3
1,4,9
436,436,3
3,4,9
451,451,1
2
449,449,1
2
449,449,1
18
449,449,1
13
463,463,1
13
453,453,2
3,14
438,438,1
8
460,460,1
20
443,443,1
22
451,451,2
17,23
440,440,3
17,18,23
453,453,4
6,17,18,23
453,453,5
2,12,17,18,23
459,459,6
2,7,13,17,18,19
445,445,5
1,2,12,13,23
446,446,3
1,2,13
448,448,1
2
465,465,5
4,18,21,23,24
467,467,8
7,12,18,20,21,22,23,24
462,462,9
9,13,14,15,16,19,20,21,22
454,454,8
3,8,9,13,14,15,19,20
467,467,6
1,2,3,7,8,12
454,454,4
1,2,3,7
454,454,4
1,3,9,14
444,444,4
1,3,14,21
460,460,4
3,9,11,14
447,447,3
3,9,14
453,453,3
3,9,14
453,453,3
3,9,14
447,447,3
3,9,14
456,456,3
3,9,14
447,447,3
3,8,9
447,447,3
1,3,9
447,447,3
3,9,14
457,457,3
3,13,14
460,460,3
3,6,9
462,462,3
3,14,20
457,457,3
3,14,21
447,447,3
3,14,21
457,457,3
3,10,14
462,462,2
3,15
457,457,3
3,14,19
438,438,2
3,8
460,460,2
3,14
445,445,2
3,19
451,451,2
3,14
459,459,1
3
451,451,2
13,19
446,446,4
13,19,20,21
443,443,9
1,7,8,9,13,14,15,21,22
435,435,10
1,2,3,4,8,12,18,19,23,24
454,454,8
2,4,5,6,10,11,12,18
457,457,3
4,5,6
460,460,1
4
432,432,1
19
451,451,1
18
451,451,1
3
449,449,1
4
442,442,1
4
445,445,2
4,15
460,460,4
4,6,15,21
463,463,5
4,6,15,16,21
461,461,5
3,4,5,10,21
461,461,6
5,9,10,15,18,22
447,447,6
1,15,16,21,22,24
447,447,6
3,4,8,9,15,21
447,447,6
1,8,9,11,15,21
457,457,6
1,8,9,11,14,15
467,467,5
1,8,9,14,15
457,457,5
1,8,9,13,14
467,467,4
1,2,8,9
444,444,3
5,8,9
451,451,2
1,21
456,456,2
1,13
452,452,2
1,7
443,443,2
1,6
438,438,2
19,20
452,452,2
1,14
438,438,2
1,19
460,460,2
1,20
454,454,1
11
451,451,3
12,17,23
466,466,4
12,17,18,23
467,467,6
5,11,17,18,22,23
462,462,6
5,11,14,17,18,23
454,454,6
5,6,11,17,18,23
445,445,5
5,6,11,16,17
437,437,4
6,7,11,14
465,465,1
6
446,446,5
18,21,22,23,24
454,454,7
16,17,18,21,22,23,24
460,460,9
9,13,14,15,16,17,19,20,21
464,464,8
3,7,8,9,13,15,19,20
462,462,6
1,2,3,7,8,22
465,465,4
1,2,3,7
438,438,4
1,3,7,19
438,438,4
1,4,7,8
461,461,4
7,8,13,24
457,457,3
7,8,19
435,435,4
7,13,15,19
438,438,4
7,8,10,13
438,438,4
4,7,13,19
438,438,3
7,13,19
461,461,3
7,13,19
460,460,3
7,8,13
438,438,3
7,13,19
438,438,3
7,13,19
438,438,3
7,13,19
447,447,3
7,13,19
447,447,3
7,13,19
438,438,3
7,13,19
438,438,3
7,13,19
438,438,3
7,13,19
438,438,3
7,13,19
438,438,3
7,13,19
465,465,3
9,13,19
451,451,2
13,19
459,459,2
13,19
446,446,2
7,13
446,446,2
13,19
454,454,4
13,14,19,20
444,444,9
1,7,8,14,15,17,22,23,24
438,438,10
2,3,6,12,16,17,18,19,23,24
445,445,8
3,4,5,6,10,11,12,18
456,456,4
4,5,6,12
459,459,2
5,6
437,437,1
6
450,450,1
17
432,432,1
24
450,450,1
18
448,448,1
13
458,458,1
15
452,452,3
3,9,15
453,453,4
3,9,21,22
453,453,4
9,13,15,21
467,467,4
4,9,15,21
466,466,5
7,9,15,20,21
447,447,5
3,7,9,15,21
462,462,5
3,9,14,15,20
447,447,5
7,9,15,20,21
439,439,5
9,14,15,20,21
467,467,5
7,9,14,15,21
447,447,4
2,8,9,15
436,436,3
9,14,15
463,463,1
14
443,443,1
15
437,437,1
14
452,452,1
19
453,453,1
19
453,453,1
14
454,454,2
14,20
447,447,2
20,21
433,433,2
11,16
459,459,3
2,11,17
466,466,3
11,17,23
467,467,6
5,11,12,17,18,23
447,447,7
5,6,10,12,17,18,23
454,454,6
5,12,17,18,23,24
439,439,6
5,8,12,13,17,18
446,446,4
1,2,8,14
465,465,1
14
446,446,5
17,18,22,23,24
465,465,8
1,16,17,18,21,22,23,24
460,460,9
10,12,15,16,17,18,19,21,22
465,465,8
3,8,9,13,14,15,19,20
461,461,5
1,2,3,7,8
438,438,4
1,2,3,7
453,453,4
3,13,19,20
444,444,3
3,13,19
462,462,3
7,13,19
435,435,3
7,13,19
437,437,3
3,7,13
437,437,3
3,7,13
437,437,3
3,7,13
435,435,3
3,7,13
437,437,3
3,7,13
460,460,3
3,7,13
460,460,3
3,7,13
464,464,3
3,7,13
464,464,3
3,7,13
437,437,3
3,13,19
437,437,3
3,7,13
460,460,3
3,7,13
460,460,3
3,13,19
464,464,3
3,7,13
457,457,3
3,13,19
460,460,3
3,7,13
457,457,3
3,13,19
453,453,3
3,4,13
462,462,2
3,19
455,455,2
3,19
452,452,2
13,19
443,443,5
2,13,14,19,20
435,435,9
1,7,8,9,14,15,17,23,24
447,447,10
3,4,6,8,9,10,11,12,17,18
445,445,8
3,4,5,6,11,12,17,18
456,456,4
4,5,6,12
449,449,1
4
461,461,1
4
462,462,1
21
432,432,1
24
440,440,1
12
448,448,1
23
444,444,1
24
460,460,4
9,21,22,23
460,460,4
9,15,22,23
456,456,3
1,9,21
462,462,5
2,15,20,21,22
462,462,5
2,9,10,15,21
447,447,5
2,9,15,20,21
463,463,5
1,9,15,20,21
447,447,5
1,2,9,15,21
447,447,5
1,2,15,20,21
463,463,5
2,8,19,20,21
463,463,4
2,8,14,15
447,447,3
3,14,20
466,466,2
3,14
444,444,2
3,14
445,445,2
3,19
462,462,3
14,20,22
435,435,3
3,8,20
435,435,3
14,19,21
461,461,3
7,14,21
461,461,2
20,21
449,449,1
12
446,446,2
12,18
440,440,3
4,6,12
466,466,4
4,5,6,12
466,466,6
2,4,5,6,8,12
446,446,6
2,4,5,6,8,12
445,445,5
2,5,6,8,9
459,459,4
5,6,9,23
465,465,1
4
446,446,5
18,20,21,23,24
463,463,8
12,16,18,20,21,22,23,24
460,460,9
6,9,10,15,16,19,20,21,23
455,455,8
3,8,10,13,14,15,19,20
461,461,6
1,2,3,6,7,8
444,444,4
1,2,3,7
455,455,5
1,2,3,5,7
455,455,4
1,3,7,14
461,461,4
3,7,14,19
455,455,4
1,3,7,14
437,437,4
3,7,13,19
437,437,4
1,3,7,9
462,462,4
1,3,7,9
437,437,4
3,4,7,19
462,462,4
3,7,13,19
437,437,4
1,3,4,7
464,464,4
1,3,4,7
464,464,4
3,4,7,19
464,464,4
1,3,7,19
464,464,4
3,7,13,14
464,464,4
1,3,7,13
464,464,4
1,3,7,13
464,464,4
3,7,9,13
437,437,4
3,7,9,13
437,437,4
3,4,7,13
437,437,4
3,7,9,13
435,435,4
1,3,7,13
435,435,4
1,3,7,13
460,460,4
3,5,13,19
443,443,3
3,13,19
443,443,3
13,19,20
452,452,5
13,15,19,20,21
444,444,9
7,8,9,13,14,15,20,22,24
439,439,10
2,3,4,5,6,8,9,10,15,18
438,438,8
3,4,5,6,9,10,11,12
435,435,4
4,5,6,11
449,449,2
17,18
450,450,1
5
432,432,1
19
451,451,1
5
459,459,2
5,24
453,453,3
1,5,16
461,461,4
5,11,15,22
462,462,6
5,9,11,15,22,24
465,465,7
5,9,10,11,15,16,22
465,465,7
9,15,17,18,22,23,24
465,465,7
8,9,10,15,16,22,24
457,457,7
6,8,9,15,16,22,24
457,457,7
8,9,12,15,16,22,24
457,457,6
8,9,15,16,21,22
447,447,6
8,9,15,16,21,22
464,464,6
7,8,9,14,15,21
464,464,5
8,9,15,21,22
455,455,5
7,8,9,13,15
462,462,5
7,8,16,19,20
455,455,4
3,8,9,21
455,455,4
3,8,13,20
463,463,4
3,8,9,20
465,465,4
3,7,8,13
437,437,4
3,8,13,20
453,453,3
3,8,20
444,444,3
3,8,13
456,456,2
3,8
450,450,3
19,21,22
442,442,1
22
446,446,2
6,15
439,439,2
6,8
455,455,5
1,2,6,13,15
467,467,5
1,2,7,8,13
445,445,5
1,2,3,6,7
459,459,3
2,3,8
439,439,1
8
466,466,5
18,21,22,23,24
463,463,8
16,17,18,20,21,22,23,24
447,447,10
1,9,14,15,18,19,20,21,22,23
445,445,8
2,3,7,8,13,14,15,19
453,453,6
1,2,3,7,8,14
453,453,5
1,2,3,7,24
453,453,5
1,3,7,14,19
453,453,5
1,3,7,14,19
436,436,5
