504,26
27,27,1
20
23,23,2
14,16
17,17,2
10,19
10,10,3
6,10,20
10,10,3
10,19,20
10,10,3
13,19,20
10,10,3
10,13,19
29,29,3
13,19,20
29,29,3
11,19,20
23,23,3
19,20,21
10,10,3
13,15,20
16,16,2
20,21
17,17,3
13,19,20
30,30,1
19
25,25,1
10
2,2,1
17
0,0,1
20
1,1,1
3
9,9,2
18,24
16,16,5
6,12,17,18,23
32,32,9
4,5,9,10,11,15,16,20,21
24,24,9
1,2,3,7,8,9,13,14,19
25,25,8
1,2,7,8,13,14,18,19
17,17,7
1,2,7,8,13,14,19
0,0,5
1,7,13,14,19
23,23,4
2,7,13,19
13,13,1
7
5,5,4
1,4,5,6
11,11,5
4,5,6,22,23
18,18,6
1,3,4,13,22,23
3,3,5
1,3,6,22,24
3,3,4
1,3,4,5
25,25,4
1,6,19,24
32,32,4
1,4,15,24
34,34,3
1,3,5
32,32,3
1,4,9
4,4,4
1,4,5,8
4,4,2
1,4
35,35,2
1,6
17,17,2
1,6
34,34,2
1,4
2,2,2
1,22
30,30,2
1,6
13,13,2
1,3
2,2,2
1,5
22,22,5
4,5,6,16,24
5,5,7
1,2,3,4,5,6,24
30,30,7
1,3,4,5,6,10,16
23,23,3
1,4,8
23,23,2
6,18
0,0,5
6,11,12,17,18
32,32,6
5,6,11,12,18,24
14,14,7
5,6,11,12,17,18,24
22,22,9
3,4,9,10,11,16,17,22,23
31,31,7
1,7,8,13,14,20,21
32,32,4
2,13,19,20
6,6,1
19
19,19,2
1,2
33,33,4
1,2,3,24
35,35,3
1,2,24
2,2,4
1,2,3,7
2,2,4
1,2,7,8
9,9,3
1,2,3
15,15,3
1,2,7
34,34,3
2,3,7
17,17,2
1,2
33,33,2
1,2
33,33,2
1,24
9,9,1
1
10,10,1
1
33,33,1
2
9,9,1
1
27,27,2
3,13
0,0,1
4
27,27,2
4,14
10,10,1
1
10,10,1
4
27,27,1
4
26,26,2
4,7
8,8,1
2
26,26,2
5,23
27,27,2
2,20
26,26,1
2
4,4,1
2
10,10,2
1,24
17,17,2
1,8
3,3,2
2,5
34,34,3
1,3,5
2,2,3
1,2,5
21,21,4
1,5,8,23
18,18,2
13,24
11,11,5
12,17,18,23,24
19,19,9
4,5,10,11,15,16,17,21,22
24,24,9
1,2,7,8,9,13,14,19,20
8,8,8
1,2,7,8,13,14,19,24
18,18,7
1,2,7,8,13,14,19
10,10,5
1,2,7,13,19
29,29,3
1,2,7
20,20,1
6
6,6,4
9,12,17,18
3,3,6
2,4,5,6,9,12
33,33,6
2,3,4,5,8,9
25,25,6
2,4,5,8,9,18
25,25,5
2,4,5,8,9
10,10,5
1,2,5,7,8
33,33,4
2,5,7,15
33,33,3
1,2,7
33,33,3
1,2,7
11,11,4
1,2,5,7
3,3,3
1,7,8
35,35,2
1,7
33,33,3
7,8,10
1,1,2
1,7
35,35,2
5,7
3,3,3
1,5,7
35,35,2
5,7
16,16,3
5,7,8
14,14,6
3,5,8,12,18,24
30,30,6
1,5,7,8,14,24
13,13,6
1,5,7,8,18,24
29,29,5
5,7,8,21,24
35,35,3
6,12,17
33,33,5
5,6,12,18,24
9,9,6
5,6,11,12,18,24
23,23,8
5,6,11,12,17,18,22,24
22,22,9
3,4,9,10,16,17,21,22,23
30,30,7
1,7,13,14,15,20,21
15,15,4
1,13,19,20
33,33,1
19
16,16,3
2,5,17
8,8,5
1,3,4,5,9
10,10,4
3,4,5,17
32,32,5
2,3,4,5,9
26,26,3
4,5,9
18,18,3
2,5,8
1,1,3
2,4,5
6,6,3
2,5,8
6,6,3
3,5,8
2,2,2
3,5
2,2,2
5,9
2,2,2
5,9
1,1,2
2,5
10,10,2
5,9
26,26,2
5,8
18,18,2
5,8
18,18,2
2,5
18,18,2
3,4
15,15,2
4,14
2,2,2
4,5
18,18,2
4,9
2,2,3
4,7,13
15,15,2
5,7
2,2,3
4,5,9
3,3,3
4,5,9
6,6,3
4,9,19
3,3,3
4,9,14
2,2,3
4,5,9
8,8,3
4,7,9
16,16,4
2,4,8,9
0,0,4
1,2,4,9
23,23,8
2,3,4,6,7,8,9,14
30,30,8
1,2,4,5,7,8,9,10
11,11,1
24
25,25,5
6,12,18,23,24
24,24,9
4,5,9,10,15,16,20,21,22
24,24,9
1,2,3,7,8,13,14,19,20
10,10,8
1,2,7,8,13,14,19,22
8,8,7
1,2,7,8,13,19,24
15,15,6
1,6,7,8,13,19
2,2,3
1,7,13
20,20,2
5,10
27,27,4
2,6,10,12
24,24,5
5,6,9,10,12
25,25,7
1,2,5,6,7,9,10
17,17,7
2,5,6,7,9,10,13
17,17,7
2,5,6,7,9,10,13
10,10,6
2,4,5,6,7,10
32,32,6
1,2,5,6,7,10
32,32,5
1,2,5,7,10
32,32,5
1,2,6,7,10
2,2,3
6,9,10
33,33,4
2,6,8,10
33,33,4
2,6,8,15
33,33,3
1,6,8
33,33,3
1,6,8
1,1,3
1,6,8
23,23,4
6,7,8,20
31,31,5
1,6,7,8,10
14,14,6
1,6,7,8,10,21
6,6,8
1,2,3,5,6,7,8,12
14,14,7
1,2,5,6,7,10,12
22,22,8
1,5,6,7,10,11,12,19
23,23,3
1,7,17
23,23,2
5,6
27,27,5
5,6,12,18,24
26,26,6
5,6,11,12,18,24
7,7,8
5,6,11,12,17,18,19,24
22,22,9
3,4,13,15,16,17,22,23,24
7,7,7
1,7,8,14,15,20,21
15,15,4
7,13,19,20
16,16,2
6,10
19,19,2
5,11
33,33,5
3,5,6,9,11
24,24,5
5,6,10,11,20
32,32,6
4,5,6,9,10,11
18,18,4
4,5,6,11
26,26,3
5,10,11
10,10,3
5,6,11
9,9,3
5,6,11
9,9,2
6,11
25,25,3
5,6,11
10,10,2
5,11
2,2,2
6,11
18,18,2
5,6
24,24,2
5,6
2,2,2
6,12
10,10,3
9,12,16
33,33,2
1,12
2,2,3
6,10,19
9,9,2
1,10
2,2,3
9,10,12
6,6,3
3,12,20
2,2,3
4,6,12
6,6,3
1,9,12
6,6,3
6,11,12
2,2,4
3,9,11,12
6,6,3
6,7,12
6,6,3
6,10,12
2,2,4
4,5,7,12
5,5,5
3,5,8,12,13
1,1,7
4,6,8,9,11,12,19
22,22,6
6,8,9,11,12,24
14,14,8
4,6,8,9,10,11,12,24
29,29,7
3,6,8,9,11,12,24
9,9,1
17
26,26,5
12,17,18,23,24
25,25,9
4,9,10,15,16,20,21,22,23
34,34,9
1,2,3,7,8,13,14,19,20
10,10,8
1,2,7,8,13,14,18,19
22,22,7
1,2,7,8,13,19,23
2,2,5
1,2,7,8,13
21,21,3
1,7,13
17,17,1
6
4,4,4
7,8,9,12
1,1,6
2,5,6,8,12,13
10,10,7
5,6,7,8,9,12,21
2,2,7
1,6,7,8,9,11,12
32,32,7
2,3,6,8,9,11,12
32,32,7
3,5,6,8,9,12,22
24,24,6
3,5,6,8,11,12
24,24,5
2,3,6,9,12
24,24,5
3,6,8,9,12
6,6,5
2,3,4,8,12
24,24,5
2,3,12,15,17
9,9,5
1,3,8,12,17
30,30,4
4,12,17,18
16,16,5
3,4,8,12,18
17,17,5
3,4,14,17,18
1,1,6
3,4,10,12,17,18
23,23,6
1,3,9,12,17,18
23,23,7
2,5,9,10,12,17,18
23,23,8
1,2,5,8,9,16,17,18
14,14,8
1,2,3,8,9,11,17,18
5,5,7
1,2,3,8,16,17,20
3,3,2
1,9
17,17,2
6,12
27,27,5
5,6,11,12,18
34,34,6
5,6,11,12,18,24
26,26,8
5,6,11,12,13,18,23,24
22,22,9
3,4,10,15,16,17,19,22,23
7,7,7
1,5,7,13,14,20,21
15,15,3
7,13,19
25,25,3
6,12,23
17,17,6
5,6,10,12,17,18
10,10,6
1,4,6,10,12,18
25,25,7
1,2,6,10,11,17,18
9,9,8
1,4,5,6,10,12,17,18
8,8,9
2,4,5,6,10,11,12,17,18
0,0,8
2,4,6,11,12,17,18,24
8,8,6
1,6,12,17,18,24
33,33,5
4,6,12,22,24
2,2,5
2,4,6,12,18
7,7,3
2,12,18
6,6,4
2,5,12,18
9,9,4
2,3,6,12
9,9,4
2,6,10,12
9,9,3
2,3,6
9,9,3
2,6,24
10,10,3
2,5,6
34,34,3
2,4,19
34,34,3
2,4,20
10,10,2
2,4
34,34,3
2,20,24
34,34,3
1,2,4
27,27,3
3,20,24
27,27,3
1,2,4
10,10,2
2,6
34,34,3
4,6,17
34,34,3
6,20,22
34,34,2
1,6
8,8,2
4,20
6,6,3
1,2,7
16,16,3
5,19,20
6,6,2
2,24
29,29,3
2,4,20
23,23,7
1,2,3,4,19,20,24
27,27,1
24
3,3,5
6,17,18,23,24
24,24,9
4,5,9,10,15,16,20,21,22
11,11,9
1,2,3,7,8,13,14,19,20
33,33,8
1,2,7,8,13,14,19,20
8,8,7
1,2,7,8,10,13,19
17,17,6
1,2,6,7,13,14
21,21,4
1,5,7,13
1,1,1
1
5,5,3
18,20,21
11,11,5
12,18,20,21,24
33,33,6
16,18,19,20,21,24
3,3,5
1,18,19,20,21
33,33,5
4,6,19,20,24
18,18,3
18,19,20
10,10,4
4,11,19,20
33,33,4
4,18,19,20
2,2,4
4,10,18,19
2,2,4
6,18,19,24
10,10,2
18,24
10,10,2
18,19
15,15,3
4,10,18
9,9,3
13,18,19
25,25,2
4,18
24,24,2
4,18
