504,26
42,42,2
6,15
48,48,3
6,15,23
48,48,3
6,14,24
68,68,3
4,6,24
68,68,3
12,15,24
70,70,3
6,15,24
48,48,3
6,15,24
36,36,3
6,15,24
36,36,3
6,15,24
36,36,3
15,18,20
45,45,2
4,15
40,40,2
6,15
43,43,2
6,15
58,58,2
15,24
68,68,3
18,23,24
67,67,7
5,6,11,16,17,18,22
50,50,10
2,3,4,8,9,14,15,19,20,24
51,51,9
1,2,3,7,8,13,14,19,24
65,65,8
1,2,7,8,11,13,14,19
58,58,7
1,2,7,8,9,13,14
38,38,3
7,8,13
69,69,3
1,7,13
71,71,1
18
46,46,1
18
44,44,1
21
46,46,1
10
60,60,1
11
63,63,2
3,21
54,54,1
5
46,46,1
11
65,65,1
12
42,42,1
14
42,42,1
3
54,54,1
12
54,54,2
7,18
55,55,2
2,7
58,58,1
12
47,47,3
3,7,10
41,41,2
6,7
42,42,1
7
36,36,1
24
69,69,2
20,24
37,37,3
18,23,24
52,52,4
17,22,23,24
59,59,3
17,23,24
37,37,3
6,18,24
41,41,4
18,21,23,24
41,41,4
6,20,23,24
58,58,5
6,12,21,23,24
44,44,4
5,6,11,24
68,68,5
5,6,12,18,24
67,67,7
5,6,11,12,18,23,24
50,50,8
3,4,5,6,10,18,23,24
49,49,9
2,3,4,9,11,16,22,23,24
41,41,6
1,5,7,13,19,21
70,70,2
13,19
71,71,1
12
61,61,4
8,12,17,22
61,61,4
8,12,17,18
61,61,4
7,12,17,22
61,61,4
7,12,17,22
61,61,4
7,8,12,17
62,62,4
7,12,13,17
62,62,4
7,11,12,15
66,66,2
7,18
71,71,1
12
70,70,1
4
42,42,1
24
42,42,1
4
68,68,2
4,24
67,67,2
4,6
48,48,2
4,24
68,68,2
4,6
68,68,3
4,6,8
69,69,3
4,6,12
65,65,3
4,6,14
69,69,3
3,4,6
65,65,3
4,6,19
65,65,3
4,6,19
65,65,3
4,6,19
67,67,3
4,6,20
69,69,3
4,14,19
41,41,3
4,14,19
41,41,3
4,6,19
52,52,3
4,19,20
57,57,2
4,20
41,41,4
6,17,18,24
50,50,7
5,6,11,16,17,22,23
49,49,10
2,3,4,8,9,10,12,14,19,20
50,50,9
1,2,7,8,13,14,19,20,24
51,51,8
1,2,3,7,8,13,14,19
43,43,7
1,2,3,7,8,9,13
69,69,3
1,7,8
47,47,2
7,13
70,70,2
8,15
45,45,1
15
46,46,1
8
63,63,1
1
43,43,1
5
62,62,2
5,17
54,54,1
1
52,52,1
1
38,38,1
24
71,71,1
4
52,52,1
11
45,45,1
22
52,52,1
7
54,54,2
1,7
52,52,1
23
39,39,1
7
39,39,1
7
59,59,1
1
59,59,1
21
58,58,3
22,23,24
52,52,3
15,21,23
68,68,3
18,21,22
36,36,3
18,21,22
68,68,3
6,15,18
42,42,4
6,15,18,24
42,42,5
9,15,16,23,24
36,36,4
5,6,15,18
56,56,5
4,5,6,12,18
41,41,6
4,5,6,12,18,24
40,40,7
5,6,10,11,12,18,24
48,48,9
4,5,6,10,11,12,18,19,24
50,50,9
2,3,4,8,9,15,16,22,23
48,48,6
1,7,13,14,19,20
56,56,3
13,19,20
38,38,1
19
40,40,1
23
45,45,1
23
46,46,3
1,17,23
46,46,3
1,17,23
59,59,3
1,17,23
46,46,3
7,17,23
59,59,2
7,23
45,45,1
23
63,63,1
1
63,63,1
15
41,41,1
6
58,58,2
6,24
48,48,2
6,24
48,48,2
6,24
48,48,3
3,6,24
57,57,2
6,24
65,65,2
6,19
40,40,2
4,6
40,40,2
6,14
40,40,2
6,10
40,40,2
6,10
40,40,2
6,10
40,40,2
6,10
67,67,2
4,6
67,67,2
4,6
52,52,2
6,10
52,52,2
4,6
67,67,2
4,6
56,56,2
4,6
41,41,3
18,23,24
51,51,7
5,6,10,11,12,16,23
49,49,10
2,3,4,8,9,10,14,18,19,20
48,48,9
1,2,3,7,8,13,14,18,19
65,65,8
1,2,7,8,13,14,19,21
43,43,8
1,2,7,8,9,10,13,19
39,39,4
7,8,9,13
69,69,3
7,8,14
55,55,2
10,13
54,54,1
21
52,52,1
20
63,63,1
1
62,62,1
2
61,61,2
11,17
54,54,1
1
51,51,1
21
51,51,1
22
39,39,2
14,20
51,51,1
21
49,49,1
1
57,57,2
12,17
64,64,3
1,12,17
57,57,1
8
56,56,2
3,8
48,48,2
3,19
64,64,1
3
70,70,1
6
36,36,2
6,24
57,57,3
6,14,22
37,37,3
13,15,22
36,36,4
3,14,15,21
64,64,3
6,14,18
40,40,4
6,14,18,24
41,41,4
6,11,14,18
44,44,4
4,6,14,18
64,64,5
6,11,12,18,24
67,67,6
4,5,6,12,18,24
40,40,7
5,6,11,12,18,23,24
48,48,9
3,4,5,6,10,11,12,18,24
42,42,9
2,3,4,8,9,15,21,22,23
66,66,6
1,2,7,14,19,20
70,70,3
7,13,19
47,47,1
15
44,44,1
22
49,49,2
17,23
43,43,2
17,22
65,65,4
2,5,17,22
59,59,4
7,11,17,22
64,64,5
1,2,3,5,23
59,59,3
1,7,23
59,59,3
1,7,17
47,47,2
1,17
45,45,2
1,7
58,58,1
17
63,63,1
17
41,41,1
6
40,40,1
6
66,66,1
6
66,66,1
6
65,65,2
6,10
40,40,2
6,10
40,40,2
6,10
39,39,3
6,10,19
56,56,2
6,10
65,65,3
6,10,21
65,65,3
10,18,19
65,65,3
6,10,18
40,40,2
10,18
57,57,2
4,10
37,37,1
18
37,37,1
10
66,66,1
18
56,56,3
12,18,24
48,48,7
5,6,10,11,16,17,18
50,50,10
2,3,4,8,9,10,14,19,20,24
42,42,9
