504,30
443,443,8
6,11,14,17,21,22,23,24
434,434,7
1,3,5,7,8,21,22
449,449,6
3,8,12,18,20,24
432,432,8
3,6,7,8,9,17,18,21
441,441,6
8,14,15,17,19,21
441,441,4
6,8,9,14
441,441,4
2,6,14,15
448,448,6
6,8,11,14,19,21
458,458,4
2,12,14,21
433,433,5
6,7,8,14,15
433,433,5
5,7,8,14,22
466,466,4
1,5,9,14
437,437,5
1,3,14,19,21
449,449,3
12,14,21
433,433,4
5,9,12,21
441,441,3
3,5,14
434,434,3
2,3,12
456,456,2
5,9
456,456,2
2,5
434,434,2
2,15
442,442,3
3,5,17
450,450,2
2,5
441,441,2
3,4
450,450,3
2,5,12
450,450,3
3,5,14
446,446,3
2,5,11
433,433,3
3,4,5
466,466,5
2,4,5,10,14
458,458,4
3,5,11,14
440,440,6
1,2,4,5,11,16
465,465,9
1,3,4,5,9,11,12,14,21
466,466,9
1,2,3,4,5,7,11,12,13
441,441,9
2,3,4,5,7,8,11,19,20
450,450,10
1,2,4,5,7,11,13,16,17,19
433,433,10
1,2,3,4,5,7,11,13,19,20
462,462,10
1,2,3,4,5,7,11,13,19,22
454,454,10
1,2,4,5,6,8,11,13,18,20
435,435,9
2,3,4,5,6,11,17,18,20
459,459,3
13,22,23
439,439,8
1,2,3,8,9,10,16,22
462,462,8
2,3,4,10,11,12,17,19
463,463,7
4,5,6,11,12,18,20
462,462,6
4,5,6,11,12,18
462,462,6
4,5,6,12,18,24
445,445,2
6,24
467,467,1
10
458,458,4
1,7,9,19
448,448,3
2,4,8
449,449,3
2,4,8
437,437,3
2,7,19
451,451,3
2,19,23
445,445,2
2,12
455,455,1
6
438,438,1
3
449,449,1
15
438,438,2
11,13
438,438,1
4
455,455,2
5,20
442,442,2
3,23
449,449,2
3,4
450,450,2
3,4
448,448,3
4,9,14
451,451,3
4,5,9
437,437,1
12
437,437,3
18,23,24
437,437,5
3,18,22,23,24
438,438,5
17,18,22,23,24
448,448,7
17,18,20,21,22,23,24
463,463,7
4,5,9,10,11,19,20
443,443,2
1,2
457,457,6
6,10,15,17,18,23
451,451,8
6,9,10,11,12,16,17,22
436,436,8
4,5,6,9,10,15,17,18
448,448,8
3,4,5,6,9,10,15,20
449,449,6
4,5,6,9,12,15
435,435,6
4,5,6,9,10,11
449,449,4
5,6,9,10
449,449,4
5,9,10,11
434,434,4
3,4,5,10
449,449,4
2,5,10,11
458,458,4
5,10,11,15
441,441,3
4,10,11
442,442,3
3,5,10
437,437,4
4,5,12,20
441,441,3
4,5,10
437,437,3
5,10,11
441,441,3
4,10,11
441,441,3
4,9,10
441,441,3
5,10,11
463,463,3
4,5,11
437,437,4
4,5,11,19
442,442,4
4,5,11,14
442,442,4
4,5,10,11
441,441,3
4,10,23
463,463,3
4,5,10
463,463,3
4,10,11
442,442,4
4,8,10,11
449,449,4
3,4,5,10
449,449,4
4,5,10,12
458,458,4
3,4,5,10
432,432,6
3,4,5,10,11,18
440,440,6
3,4,5,6,10,11
465,465,9
3,4,5,6,10,11,12,18,20
466,466,9
3,4,5,9,10,11,12,16,17
440,440,9
3,4,5,10,11,12,16,17,18
432,432,10
3,4,5,10,11,16,17,18,19,23
442,442,10
3,4,5,6,10,11,16,17,21,24
463,463,9
1,3,4,5,9,10,16,20,23
463,463,9
3,4,5,10,16,18,22,23,24
436,436,8
3,4,5,6,9,10,11,16
461,461,3
13,20,21
439,439,8
1,2,8,9,10,15,16,17
464,464,8
3,4,5,6,10,11,12,20
464,464,6
4,5,6,11,12,18
462,462,6
4,5,6,11,12,21
457,457,4
5,6,11,12
436,436,1
1
435,435,2
9,10
449,449,4
4,8,9,16
441,441,6
2,3,8,9,16,18
441,441,6
2,3,4,9,10,12
441,441,6
3,4,5,8,9,16
442,442,5
3,4,9,16,17
442,442,5
2,3,4,9,12
442,442,4
3,4,9,16
442,442,4
2,3,5,9
450,450,2
4,9
458,458,4
4,5,9,10
433,433,4
4,5,9,21
437,437,4
4,5,9,22
449,449,3
3,4,5
449,449,4
4,5,9,19
463,463,4
3,4,5,9
449,449,4
3,4,5,9
458,458,5
3,4,5,9,15
433,433,3
3,4,19
443,443,3
19,23,24
457,457,4
18,22,23,24
443,443,5
17,18,22,23,24
456,456,6
17,18,21,22,23,24
435,435,7
9,10,11,14,15,19,20
449,449,3
1,2,20
465,465,6
10,11,15,16,18,23
464,464,8
1,5,11,12,15,16,17,21
456,456,9
1,3,4,5,6,10,11,13,14
442,442,9
1,3,4,5,6,9,10,11,12
442,442,8
1,3,4,5,9,10,11,15
440,440,9
1,3,4,5,6,9,10,11,14
433,433,9
1,3,4,5,6,9,10,11,14
440,440,9
1,3,4,5,9,10,11,14,17
433,433,6
1,3,4,5,14,15
448,448,7
1,3,4,5,10,14,19
448,448,7
1,3,4,5,9,10,19
448,448,7
1,3,4,9,10,11,19
458,458,5
1,3,4,5,10
449,449,5
1,3,4,9,24
449,449,5
1,3,4,5,9
449,449,5
1,3,4,9,10
449,449,5
1,3,4,9,10
442,442,5
3,4,5,10,12
449,449,5
1,3,4,9,10
433,433,4
3,4,9,10
433,433,4
4,9,10,16
441,441,3
4,9,10
441,441,3
4,9,10
433,433,4
3,4,9,10
433,433,4
4,9,10,16
434,434,3
3,9,10
463,463,4
5,9,10,18
433,433,4
4,5,9,10
442,442,5
1,3,9,10,24
449,449,5
1,3,4,9,16
440,440,7
1,4,5,6,9,10,24
440,440,6
1,5,6,9,10,16
449,449,8
1,3,4,5,6,8,10,16
459,459,8
1,2,3,4,5,6,10,15
449,449,9
