504,28
298,298,2
17,19
293,293,3
7,8,15
308,308,4
4,5,14,19
300,300,5
4,13,18,19,23
289,289,5
4,10,13,16,19
316,316,4
4,10,13,19
304,304,4
13,16,17,19
289,289,4
1,11,19,23
293,293,4
4,11,19,23
316,316,4
4,11,17,19
301,301,4
4,11,16,17
292,292,3
4,13,17
309,309,4
2,19,23,24
296,296,4
13,17,19,22
304,304,4
4,16,17,19
290,290,4
4,13,17,19
288,288,5
1,4,17,19,24
316,316,5
4,7,16,17,24
314,314,1
4
304,304,3
4,7,19
291,291,1
21
288,288,2
20,22
320,320,1
2
301,301,1
7
300,300,1
1
292,292,2
23,24
288,288,5
16,20,21,22,23
316,316,8
4,7,9,10,13,16,19,20
322,322,6
1,2,3,7,8,9
301,301,3
1,2,7
308,308,1
14
322,322,1
22
298,298,1
24
316,316,1
11
319,319,2
9,24
317,317,2
6,24
309,309,1
24
316,316,2
6,24
316,316,2
12,24
303,303,3
12,14,18
316,316,2
6,12
316,316,2
12,18
290,290,3
6,17,22
316,316,3
4,12,15
316,316,3
11,12,14
319,319,3
5,15,18
290,290,3
4,11,18
316,316,3
6,11,18
289,289,4
5,11,12,18
322,322,4
5,11,12,18
322,322,5
5,8,11,12,18
322,322,5
3,11,12,18,24
304,304,3
5,11,18
304,304,3
5,18,24
288,288,4
5,6,11,18
312,312,9
3,4,5,7,10,11,12,15,18
322,322,8
4,5,6,10,11,12,16,22
304,304,9
2,4,5,6,11,12,17,18,22
308,308,1
19
300,300,6
7,13,14,19,20,21
301,301,10
1,2,3,7,9,10,13,14,17,24
295,295,10
1,3,4,5,6,9,10,11,12,19
320,320,5
4,5,6,11,12
315,315,1
6
307,307,2
13,19
309,309,3
13,19,20
300,300,3
15,19,22
301,301,4
8,9,19,23
288,288,3
7,23,24
311,311,3
8,23,24
316,316,4
20,22,23,24
300,300,5
7,19,22,23,24
296,296,4
7,13,19,20
316,316,6
1,5,13,17,19,24
289,289,5
19,20,21,23,24
290,290,5
1,7,13,19,21
290,290,4
1,19,21,23
290,290,4
7,15,16,23
300,300,5
16,19,21,23,24
311,311,4
15,16,19,21
289,289,4
16,18,19,23
319,319,4
1,13,19,23
304,304,4
1,14,19,21
292,292,3
1,13,23
311,311,4
1,11,13,22
311,311,4
10,19,22,23
288,288,4
1,11,19,23
318,318,4
7,13,21,23
311,311,4
1,7,13,19
296,296,4
1,13,19,21
291,291,5
1,7,13,14,23
303,303,1
7
313,313,1
21
296,296,2
20,23
320,320,1
21
320,320,1
1
300,300,1
1
298,298,3
20,23,24
289,289,6
1,19,20,21,22,24
316,316,8
7,13,14,15,19,20,21,24
308,308,6
1,2,3,7,8,14
316,316,2
1,2
322,322,1
23
311,311,2
12,21
322,322,3
4,21,24
290,290,3
10,12,24
316,316,2
12,23
316,316,3
11,12,23
291,291,2
18,24
308,308,2
11,18
303,303,2
16,18
291,291,2
4,11
292,292,2
17,18
303,303,2
11,24
316,316,4
4,15,17,24
316,316,4
4,8,16,17
316,316,4
4,16,18,24
322,322,4
4,11,16,18
322,322,4
9,16,18,24
322,322,4
9,10,18,22
322,322,4
4,11,18,24
322,322,4
4,11,18,24
304,304,3
4,10,11
322,322,5
3,4,6,11,24
311,311,4
1,5,11,21
304,304,3
10,11,18
319,319,5
4,10,11,21,22
322,322,4
16,17,21,22
320,320,9
3,5,10,11,16,18,20,22,24
312,312,10
1,3,4,5,10,11,17,18,21,24
309,309,1
19
292,292,6
13,14,19,20,21,22
290,290,10
1,2,3,7,8,10,12,15,22,24
292,292,9
1,2,4,5,6,9,11,12,18
320,320,6
4,5,6,11,12,15
296,296,1
6
288,288,2
14,19
299,299,3
1,18,24
300,300,3
6,13,19
300,300,3
17,23,24
301,301,2
23,24
296,296,2
23,24
296,296,3
13,18,24
290,290,4
13,18,23,24
317,317,1
20
290,290,4
2,13,20,24
290,290,3
14,16,24
309,309,3
13,20,24
293,293,3
14,20,24
293,293,3
2,3,24
293,293,3
2,14,24
301,301,3
3,14,24
322,322,3
7,14,24
311,311,1
24
318,318,3
14,18,24
322,322,3
1,14,18
318,318,3
6,14,24
292,292,3
1,6,24
301,301,4
12,14,17,18
309,309,4
6,13,14,18
311,311,4
13,14,15,18
317,317,4
12,13,14,18
308,308,5
2,4,6,13,20
288,288,3
4,6,12
288,288,2
6,8
313,313,2
20,21
299,299,1
23
320,320,1
20
300,300,1
1
305,305,3
18,23,24
303,303,6
18,19,20,21,22,23
319,319,8
3,6,7,8,13,14,19,20
321,321,6
1,2,5,7,8,13
301,301,3
1,2,19
318,318,1
21
308,308,1
23
318,318,2
18,24
322,322,2
23,24
316,316,2
23,24
292,292,3
15,23,24
308,308,2
12,24
291,291,2
18,24
308,308,2
8,12
291,291,2
12,17
289,289,2
11,24
317,317,2
12,18
289,289,2
1,24
308,308,3
11,15,24
289,289,2
3,6
311,311,2
18,24
314,314,3
3,19,24
311,311,2
3,24
308,308,3
2,7,17
308,308,3
16,19,24
314,314,3
19,22,23
314,314,3
11,17,18
314,314,3
13,18,24
322,322,4
13,17,18,24
304,304,3
11,18,22
296,296,5
10,15,17,19,22
320,320,9
5,10,11,15,16,18,19,22,24
312,312,9
1,2,9,11,13,17,18,20,22
293,293,1
19
303,303,7
1,7,13,14,15,20,21
302,302,10
1,2,7,8,9,10,12,14,16,18
303,303,10
3,4,5,6,8,9,10,11,12,19
320,320,5
3,4,5,6,12
296,296,1
19
298,298,2
13,19
299,299,3
16,20,24
319,319,4
8,10,16,18
310,310,3
10,13,16
299,299,3
6,8,24
308,308,4
1,5,6,24
290,290,5
9,13,19,23,24
308,308,6
6,9,16,17,18,24
316,316,4
2,10,12,15
300,300,6
4,10,13,17,19,23
300,300,6
1,12,13,17,18,19
300,300,6
4,6,10,12,13,20
308,308,6
2,10,11,12,17,19
304,304,4
2,10,12,19
300,300,5
4,9,10,12,20
304,304,3
5,6,12
304,304,3
12,13,17
300,300,4
8,9,12,19
309,309,4
5,6,9,12
301,301,4
2,4,9,12
293,293,4
4,9,12,16
292,292,4
1,2,9,23
304,304,4
2,4,9,10
319,319,5
2,6,9,12,23
296,296,5
1,2,7,9,11
316,316,6
2,7,8,9,10,12
315,315,2
13,16
296,296,4
1,2,9,10
304,304,2
9,10
296,296,1
20
307,307,1
21
320,320,1
13
313,313,1
22
312,312,2
23,24
303,303,7
1,16,17,18,22,23,24
319,319,8
4,5,6,7,9,10,13,14
319,319,6
1,2,3,7,8,13
294,294,2
1,2
300,300,1
18
305,305,1
6
300,300,1
5
316,316,1
18
309,309,1
18
308,308,2
2,24
309,309,2
16,19
292,292,2
16,19
311,311,1
11
311,311,2
6,16
308,308,2
1,16
309,309,2
1,20
309,309,3
1,19,20
309,309,2
1,20
309,309,2
7,14
314,314,3
1,16,20
314,314,3
1,11,24
311,311,2
1,13
308,308,3
1,12,13
299,299,3
1,7,11
308,308,3
1,7,8
299,299,3
1,8,13
299,299,3
1,8,13
317,317,3
1,5,13
318,318,4
1,8,11,13
296,296,4
1,7,12,13
313,313,6
1,7,11,12,13,22
323,323,8
1,7,11,12,13,17,20,22
293,293,1
19
289,289,7
1,7,13,14,20,21,22
295,295,11
1,2,3,6,7,10,11,12,13,17,18
301,301,10
1,2,3,4,5,9,11,12,16,17
320,320,6
3,4,5,6,10,12
315,315,2
4,6
298,298,2
19,20
309,309,3
19,21,24
319,319,4
12,19,20,24
310,310,3
13,19,24
289,289,3
19,22,24
299,299,3
14,19,24
300,300,4
14,19,22,24
316,316,5
13,14,19,20,22
294,294,1
20
299,299,5
1,4,19,22,24
299,299,4
4,5,6,19
316,316,4
1,14,19,22
295,295,4
1,6,13,22
318,318,3
6,7,13
299,299,4
1,2,16,22
299,299,3
1,2,13
290,290,3
1,4,9
301,301,3
1,6,7
299,299,3
1,6,14
300,300,3
1,2,13
293,293,3
1,13,14
293,293,3
3,6,14
299,299,3
4,7,15
309,309,4
2,4,14,19
291,291,5
3,4,5,6,20
288,288,5
4,6,13,19,20
304,304,2
9,14
295,295,2
3,4
299,299,1
23
288,288,2
12,22
320,320,1
18
320,320,1
1
294,294,1
7
312,312,2
23,24
288,288,6
1,11,15,16,21,22
315,315,8
5,6,8,9,10,13,14,21
308,308,6
1,2,3,4,7,16
295,295,3
1,7,11
317,317,1
7
293,293,2
7,24
293,293,1
24
297,297,2
8,20
290,290,2
20,24
299,299,2
20,24
319,319,2
4,24
292,292,3
16,22,24
317,317,2
9,24
289,289,2
15,22
289,289,2
2,24
300,300,2
5,24
292,292,2
15,24
291,291,4
15,18,19,24
299,299,3
3,15,24
299,299,3
1,15,24
319,319,3
4,15,24
316,316,3
10,16,24
316,316,3
15,22,24
293,293,2
10,24
293,293,2
15,19
291,291,3
16,19,24
317,317,3
16,19,24
288,288,4
15,16,19,24
296,296,5
5,6,10,19,24
296,296,5
3,5,19,20,24
320,320,9
3,5,10,16,17,19,20,22,24
312,312,10
1,5,8,10,14,16,18,19,20,24
301,301,1
19
300,300,6
14,15,19,20,21,22
303,303,10
2,3,8,9,10,11,14,15,19,21
292,292,9
2,3,4,5,6,9,10,11,16
320,320,5
3,4,5,6,12
296,296,1
6
298,298,2
19,20
299,299,3
14,19,24
319,319,4
13,19,23,24
301,301,4
14,19,20,24
289,289,4
1,13,14,19
311,311,4
13,14,19,24
308,308,5
8,13,14,19,24
294,294,6
7,8,9,14,19,20
316,316,4
3,5,19,22
296,296,6
2,3,5,9,17,22
296,296,6
2,3,8,9,13,19
300,300,6
3,8,9,13,15,19
300,300,6
2,3,4,5,8,9
300,300,6
2,3,9,19,20,22
289,289,5
2,3,9,12,19
301,301,5
2,3,9,19,22
301,301,5
2,4,5,19,22
316,316,5
2,3,9,15,19
316,316,5
1,3,15,20,23
316,316,5
2,8,12,19,22
288,288,5
2,3,4,15,22
316,316,6
2,8,9,13,15,22
308,308,5
2,3,10,15,23
318,318,6
2,15,19,20,22,23
318,318,7
2,6,9,12,15,19,20
318,318,7
1,5,6,8,9,15,20
303,303,7
2,3,6,9,15,19,20
316,316,7
1,2,3,8,9,15,19
308,308,4
2,8,14,19
309,309,4
2,8,14,19
307,307,3
8,13,19
307,307,2
8,13
300,300,1
8
312,312,2
23,24
322,322,6
12,18,19,21,22,23
315,315,8
2,3,8,9,13,14,19,20
317,317,5
1,2,3,7,8
317,317,2
1,2
295,295,2
22,24
293,293,2
20,22
318,318,2
17,22
295,295,2
15,22
292,292,3
17,20,22
311,311,2
18,24
289,289,2
18,22
311,311,2
18,20
303,303,3
4,22,24
316,316,3
1,22,24
291,291,4
5,18,19,24
304,304,3
18,19,23
311,311,2
15,24
291,291,4
11,12,15,24
304,304,3
10,12,18
303,303,4
4,12,18,19
304,304,3
2,13,24
293,293,3
12,13,18
293,293,3
15,18,23
293,293,3
12,15,18
317,317,4
17,18,19,20
318,318,4
15,18,23,24
317,317,5
2,15,18,19,24
317,317,5
11,12,17,18,22
288,288,6
15,16,17,18,22,24
322,322,3
18,19,22
322,322,8
5,12,15,16,18,19,22,23
304,304,9
5,11,12,15,16,18,19,22,23
308,308,1
19
309,309,6
7,13,14,19,20,21
302,302,10
1,7,8,13,14,15,20,21,22,23
292,292,9
1,2,3,8,9,10,11,17,18
320,320,6
3,4,5,6,11,12
296,296,1
6
298,298,3
9,13,19
294,294,3
7,13,19
291,291,5
7,8,13,19,21
291,291,5
